paper_id,venue_id
53e99785b7602d9701f4151f,54824c96582fc50b5e00b6a4
53e9978ab7602d9701f47e4d,54824cc8582fc50b5e00de7f
53e9978db7602d9701f4d005,53a0033c831432abcb746606
53e9978ab7602d9701f45934,53a7307320f7420be8cf1f9f
53e99792b7602d9701f56a84,53a7319e20f7420be8d53826
53e9979fb7602d9701f6f08e,57d0879d0a3ac5db49914281
53e997a6b7602d9701f78c05,53a0033c831432abcb746606
53e997a6b7602d9701f7b2c2,555036db7cea80f9541603e9
53e9979fb7602d9701f6fc03,555036c87cea80f954155dc0
53e99785b7602d9701f432b8,572dd136d39c4f4993451fdb
53e9979fb7602d9701f6efe9,5736ac8cd39c4f40a795b13e
53e997a2b7602d9701f73f34,53a7305a20f7420be8cec1bb
53e997a2b7602d9701f77cfe,555036d17cea80f95415a4d7
53e9978ab7602d9701f46698,555036db7cea80f9541603e9
53e99796b7602d9701f62329,555036c07cea80f954151693
53e9979bb7602d9701f63dc4,57d0879d0a3ac5db49914281
53e9978ab7602d9701f49719,53e1860520f7dfbc07e8d8a3
53e9978ab7602d9701f4bc25,53907a6420f770854f5d2212
53e9978db7602d9701f4d1b9,53a730a620f7420be8d00a51
53e99792b7602d9701f54bbc,555036c77cea80f954155206
53e99792b7602d9701f58102,53a7317520f7420be8d441c4
53e9979eb7602d9701f6aa18,555036db7cea80f9541603e9
53e99784b7602d9701f3ffef,5736ae3ad39c4f40a797601c
53e9978ab7602d9701f47e17,53a725ac20f7420be8b556b2
53e9978db7602d9701f4d1b6,53a730a620f7420be8d00a51
53e99792b7602d9701f54bb7,53a7320020f7420be8d70dc5
53e99796b7602d9701f5cfd4,555036d17cea80f95415a4d7
53e9979bb7602d9701f64757,53a7324320f7420be8d890f8
53e99785b7602d9701f42fe8,53a7324320f7420be8d890f8
53e9978ab7602d9701f47dcb,53a7326c20f7420be8d9588a
53e99792b7602d9701f5ae0f,5736ae3ad39c4f40a7976010
53e99796b7602d9701f62324,555036c07cea80f954151693
53e99796b7602d9701f628b5,555036db7cea80f9541603e9
53e9979bb7602d9701f68be8,555036c07cea80f954151693
53e997a2b7602d9701f75a84,53a72fb020f7420be8cbc6d3
53e997a6b7602d9701f7b140,53a7305a20f7420be8cec1bb
53e99784b7602d9701f3f965,555036f17cea80f954167a87
53e99785b7602d9701f42ebc,53a7324320f7420be8d890f8
53e9978ab7602d9701f460cc,53a731f620f7420be8d6ea83
53e9978eb7602d9701f531cf,555036d17cea80f95415a4d7
53e99796b7602d9701f5c4fb,53a7269720f7420be8b7bd02
53e9979bb7602d9701f645ed,555036d17cea80f95415a4d7
53e9979eb7602d9701f6d702,53a7324e20f7420be8d8cba4
53e9979eb7602d9701f6dbf1,539ffba2831432abcb5eeb7f
53e99785b7602d9701f41658,53a72aca20f7420be8c0d8fb
53e99785b7602d9701f43efe,5736ad96d39c4f40a796c5f9
53e9978ab7602d9701f46510,5736ad96d39c4f40a796c5f9
53e9978ab7602d9701f47f80,53a7320020f7420be8d70dc5
53e9978db7602d9701f4ce51,53a72aca20f7420be8c0d8fb
53e9978db7602d9701f4f820,53a72aca20f7420be8c0d8fb
53e9978db7602d9701f509ed,555036f27cea80f954168676
53e99792b7602d9701f56d4f,53a72aca20f7420be8c0d8fb
53e99792b7602d9701f58284,555036f87cea80f95416b605
53e99796b7602d9701f6232a,555036c87cea80f954155dc0
53e99796b7602d9701f62639,53a7313020f7420be8d2b2cd
53e9979bb7602d9701f64f53,53a7313020f7420be8d2b2cd
53e9979bb7602d9701f66550,53a7313020f7420be8d2b2cd
53e9979bb7602d9701f66944,555036e07cea80f95416334d
53e9979eb7602d9701f6a92b,555036c07cea80f954151693
53e9979eb7602d9701f6b38d,53a7324e20f7420be8d8cba4
53e9979eb7602d9701f6dd62,555036d17cea80f95415a4d7
53e997a2b7602d9701f71942,53a7313020f7420be8d2b2cd
53e997a2b7602d9701f76392,53a7313020f7420be8d2b2cd
53e9978ab7602d9701f45a7c,53a7320020f7420be8d70dc5
53e9978ab7602d9701f4bcd8,53a731ff20f7420be8d70dc4
53e9978db7602d9701f4f82a,555036f17cea80f954167a87
53e9978db7602d9701f5069f,5736ad96d39c4f40a796c5f9
53e99792b7602d9701f54bbd,555036f27cea80f954168676
53e99796b7602d9701f5f225,555036f77cea80f95416b5e8
53e9979fb7602d9701f70500,555036f17cea80f954167a87
53e997a2b7602d9701f76784,555036c07cea80f954151693
53e9978db7602d9701f4f429,555036c07cea80f954151693
53e9978db7602d9701f4fb1e,5736ae3ad39c4f40a797600a
53e99792b7602d9701f54462,5736ae3ad39c4f40a797600a
53e99792b7602d9701f5448e,53a7270b20f7420be8b89e13
53e99792b7602d9701f54490,53a72a3920f7420be8bf75ea
53e99792b7602d9701f58128,555036da7cea80f9541603ca
53e99796b7602d9701f618bd,53a7294820f7420be8bcebdc
53e99796b7602d9701f616de,555036db7cea80f9541603e9
53e99796b7602d9701f6232b,555036c87cea80f954155dc0
53e9979bb7602d9701f66943,53a7320020f7420be8d70dc5
53e9979eb7602d9701f6a97d,53a7269720f7420be8b7bd01
53e9979fb7602d9701f71521,555036f27cea80f954168676
53e997a2b7602d9701f720d8,53a72b6a20f7420be8c25373
53e997a6b7602d9701f7b57c,539078ef20f770854f5a842d
53e9978ab7602d9701f4581a,53a7266520f7420be8b75295
53e9978ab7602d9701f4cb80,53a727af20f7420be8b97f2d
53e9978db7602d9701f50c6f,555036db7cea80f9541603e9
53e99792b7602d9701f54b8e,53a727af20f7420be8b97f2d
53e99792b7602d9701f5826c,555036da7cea80f9541603ca
53e99792b7602d9701f58290,53907b4f20f770854f5e7e87
53e99796b7602d9701f5c840,5550372e7cea80f9541792a7
53e99796b7602d9701f5cf1c,555036c57cea80f954154614
53e99796b7602d9701f5ffa9,555036f17cea80f954167a87
53e9979bb7602d9701f67059,555036db7cea80f9541603e9
53e9979bb7602d9701f67cc8,54825a08582fc50b5e13a854
53e9979eb7602d9701f6db39,53a7321820f7420be8d79a92
53e997a2b7602d9701f715b2,539ffba2831432abcb5eeb7f
53e997a2b7602d9701f74186,54825a08582fc50b5e13a854
53e997a2b7602d9701f74819,53a732c820f7420be8db5cda
53e997a6b7602d9701f79e47,555036db7cea80f9541603e9
53e99784b7602d9701f3f65e,5736ad96d39c4f40a796c5f9
53e99785b7602d9701f429bd,53a727d320f7420be8b9ddbb
53e99785b7602d9701f442ea,53a730a620f7420be8d00a51
53e9978ab7602d9701f47a61,53a732c820f7420be8db5cda
53e9978ab7602d9701f47df5,53a72c5920f7420be8c42ca7
53e9978ab7602d9701f4afea,53907b0d20f770854f5e2731
53e9978ab7602d9701f4c214,5736ae3ad39c4f40a797600a
53e9978db7602d9701f4d5ec,555036db7cea80f9541603e9
53e9978eb7602d9701f52f0f,53a727d320f7420be8b9ddbb
53e99792b7602d9701f58105,555036b37cea80f954149ff1
53e99792b7602d9701f5819a,53a727af20f7420be8b97f2d
53e99796b7602d9701f6187a,53909ed520f70186a0e31cc4
53e9979bb7602d9701f631b7,555036df7cea80f954162775
53e9979bb7602d9701f660a5,555036f17cea80f954167a87
53e9979bb7602d9701f6993f,539e7a538314ff4cf4bd2168
53e9979eb7602d9701f6c901,53a72c9520f7420be8c48b7e
53e997a2b7602d9701f72105,53a72c5920f7420be8c42ca7
53e997a2b7602d9701f73688,555036df7cea80f954162775
53e997a2b7602d9701f74e7d,555036d17cea80f95415a4d7
53e997a2b7602d9701f75617,5736ad89d39c4f40a796bab0
53e997a2b7602d9701f78085,53e1868120f7dfbc07e8dba5
53e997a2b7602d9701f78307,53907b0d20f770854f5e2731
53e997a6b7602d9701f796cb,53907b0d20f770854f5e2731
53e997a6b7602d9701f7b132,555036f17cea80f954167a99
53e997a6b7602d9701f7b563,53a72c4020f7420be8c3da37
53e99785b7602d9701f428d5,53a7324320f7420be8d890f8
53e99785b7602d9701f42c6e,555036c87cea80f954155dcc
53e9978eb7602d9701f53490,53a7324320f7420be8d890f8
53e99792b7602d9701f5a94a,53e1808f20f7dfbc07e8b3ef
53e99796b7602d9701f61cf5,53a7295920f7420be8bd1b19
53e9979bb7602d9701f6548d,53907e7620f770854f611920
53e9979bb7602d9701f65d97,555036e07cea80f95416334d
53e9979eb7602d9701f6a217,555036f27cea80f954168676
53e9979eb7602d9701f6ad04,54825a08582fc50b5e13a854
53e9979eb7602d9701f6d173,555036f17cea80f954167a87
53e997a2b7602d9701f782f9,555036f17cea80f954167a99
53e997a2b7602d9701f7869e,5736ad96d39c4f40a796c5f9
53e9978db7602d9701f4cb94,53a7294820f7420be8bcebdc
53e9978db7602d9701f4d1b5,53a730a620f7420be8d00a51
53e9978db7602d9701f4d1b8,53a730a620f7420be8d00a51
53e99796b7602d9701f5fc2b,53a732c820f7420be8db5cda
53e9979bb7602d9701f66415,53a7316520f7420be8d3ef9e
53e9979bb7602d9701f66830,53909ed520f70186a0e31cc4
53e9979bb7602d9701f697d8,555036f67cea80f95416a9f3
53e9979eb7602d9701f6a18f,555036f17cea80f954167a99
53e9979eb7602d9701f6d16e,555036e27cea80f954163f18
53e9979fb7602d9701f6fc14,5736ad96d39c4f40a796c5f9
53e997a2b7602d9701f73ece,555036da7cea80f9541603ca
53e997a6b7602d9701f7b0ac,53a7283d20f7420be8baca8f
53e9978ab7602d9701f4847c,53a727fe20f7420be8ba4825
53e9978ab7602d9701f4afe2,555036b57cea80f95414abeb
53e9978db7602d9701f4d493,555036f97cea80f95416c1e9
53e9978db7602d9701f4ccec,555036db7cea80f9541603d4
53e9978db7602d9701f4d1a0,555036e27cea80f954163f18
53e9978db7602d9701f4f466,555036e07cea80f954163349
53e9978db7602d9701f50a17,555036f97cea80f95416c1e9
53e9978db7602d9701f51e35,5736ae3ad39c4f40a797600a
53e9978db7602d9701f51e7f,53a7293020f7420be8bca4fd
53e99792b7602d9701f544f4,5736ae3ad39c4f40a7976010
53e99792b7602d9701f5462c,53a7262220f7420be8b695b2
53e99792b7602d9701f547f0,53a727af20f7420be8b97f2d
53e99792b7602d9701f5774e,555036f97cea80f95416c1e9
53e9979bb7602d9701f63268,555036e07cea80f95416334d
53e9979bb7602d9701f66945,555036e07cea80f95416334d
53e997a2b7602d9701f782c9,555036b77cea80f95414b7c9
53e997a2b7602d9701f78327,539078f320f770854f5a88ec
53e99785b7602d9701f42c6f,555036e07cea80f95416334f
53e9978ab7602d9701f46699,555036db7cea80f9541603e9
53e9978ab7602d9701f471e3,555036f97cea80f95416c1e9
53e9978ab7602d9701f47e7c,54824cc8582fc50b5e00de7f
53e9978ab7602d9701f4b2cd,55f8cbf4c35f4f6dfd415b9b
53e9978ab7602d9701f4bf06,53a727af20f7420be8b97f2d
53e9978db7602d9701f4e958,555036db7cea80f9541603e9
53e9978db7602d9701f509ee,555036e07cea80f95416334d
53e9978eb7602d9701f5287d,555036b57cea80f95414abeb
53e9978eb7602d9701f531b6,53a727af20f7420be8b97f2d
53e99792b7602d9701f56d5a,555036e27cea80f954163f18
53e99792b7602d9701f580dc,555036b57cea80f95414abeb
53e99792b7602d9701f5813c,53a727fe20f7420be8ba4825
53e99796b7602d9701f5c9da,555036db7cea80f9541603e9
53e99796b7602d9701f5e6ea,53a72b8620f7420be8c282f2
53e99796b7602d9701f60388,555036da7cea80f9541603cb
53e9979bb7602d9701f63188,555036b57cea80f95414abeb
53e9979bb7602d9701f674ae,53a7255b20f7420be8b4c919
53e9979bb7602d9701f67b86,53a7255b20f7420be8b4c919
53e9979bb7602d9701f69387,555036e27cea80f954163f18
53e9979eb7602d9701f6acf4,53a7255b20f7420be8b4c919
53e9979eb7602d9701f6b4ef,555036db7cea80f9541603e9
53e9979eb7602d9701f6c458,555036e27cea80f954163f18
53e9979eb7602d9701f6ca76,555036f17cea80f954167a87
53e9979eb7602d9701f6d0ad,53a727af20f7420be8b97f2d
53e9979eb7602d9701f6e9e1,53a725ac20f7420be8b556b2
53e9979fb7602d9701f70501,555036e07cea80f95416334d
53e997a2b7602d9701f71b77,53a72bfd20f7420be8c363b5
53e997a2b7602d9701f75a75,555036df7cea80f954162775
53e997a2b7602d9701f76a67,539e7a538314ff4cf4bd2168
53e997a2b7602d9701f782bc,555036c07cea80f954151693
53e997a2b7602d9701f78432,555036da7cea80f9541603cb
53e997a6b7602d9701f7c8b7,539e7a538314ff4cf4bd2168
53e9978eb7602d9701f52dfc,555036db7cea80f9541603d4
53e99792b7602d9701f54bae,555036dd7cea80f954161b93
53e99796b7602d9701f5c83c,53a726f420f7420be8b87a7c
53e99796b7602d9701f5d20e,555036dd7cea80f954161b93
53e99796b7602d9701f5f862,53a727fe20f7420be8ba4825
53e9979bb7602d9701f67cca,53a7324e20f7420be8d8cba4
53e9979bb7602d9701f69f83,555036dd7cea80f954161b93
53e9979eb7602d9701f6b1f6,53a7308020f7420be8cf5a4d
53e9979eb7602d9701f6b38c,555036e07cea80f95416334d
53e9979eb7602d9701f6c900,539e7ba38314ff4cf4c16779
53e997a2b7602d9701f71ad6,53a7294820f7420be8bcebdc
53e997a2b7602d9701f73ebc,555037b77cea80f9541970b6
53e997a2b7602d9701f770d2,555036b37cea80f954149ff1
53e997a6b7602d9701f7bc4f,53907e3020f770854f610f8a
53e997a6b7602d9701f7be4b,555036f17cea80f954167a87
53e99784b7602d9701f3f668,555036e27cea80f954163f17
53e99785b7602d9701f41499,539078ee20f770854f5a83f7
53e99785b7602d9701f43ee4,53907a6420f770854f5d2212
53e99792b7602d9701f56996,555036e77cea80f9541662c7
53e9979bb7602d9701f65b2d,555036dd7cea80f954161b93
53e9979bb7602d9701f66ef1,53a732c820f7420be8db5cda
53e9979bb7602d9701f67497,5736ad96d39c4f40a796c5f9
53e9979bb7602d9701f689e9,53a7278520f7420be8b9206a
53e997a2b7602d9701f724f0,555036f97cea80f95416c1e9
53e997a2b7602d9701f73200,555036e77cea80f9541662c7
53e997a2b7602d9701f73e9c,555036f37cea80f95416924b
53e997a2b7602d9701f76789,555036f37cea80f95416924b
53e997a2b7602d9701f77cf2,53a725ac20f7420be8b556b2
53e997a6b7602d9701f796da,5550372e7cea80f9541792a7
53e99785b7602d9701f42806,539e72148314ff4cf4994374
53e9978ab7602d9701f457f4,5736ad0ad39c4f40a79640a1
53e9978ab7602d9701f45804,5736ad96d39c4f40a796c5f9
53e9978ab7602d9701f47e97,539078f020f770854f5a8622
53e9978ab7602d9701f4aff3,53a732b420f7420be8daf334
53e9978db7602d9701f4d1a4,555036dd7cea80f954161b93
53e9978db7602d9701f51f1c,539e759d8314ff4cf4aa0d30
53e9978db7602d9701f51fac,539e759d8314ff4cf4aa0d30
53e99792b7602d9701f547c9,53a72b2d20f7420be8c1c5a8
53e99792b7602d9701f54ba6,555036e27cea80f954163f18
53e99792b7602d9701f54ba7,555036e27cea80f954163f18
53e99796b7602d9701f5e8e5,53a72acc20f7420be8c0d906
53e99796b7602d9701f5e8e6,53a728ec20f7420be8bbdc4d
53e99796b7602d9701f5f9f9,5736ac8cd39c4f40a795b13e
53e99796b7602d9701f61d07,539e759d8314ff4cf4aa0d30
53e99796b7602d9701f62403,555036da7cea80f9541603cb
53e9979bb7602d9701f63267,555036e07cea80f95416334d
53e9979bb7602d9701f63a7c,53a72a8a20f7420be8c04ac3
53e9979bb7602d9701f654a3,53a730a620f7420be8d00a51
53e9979bb7602d9701f6640f,555036e27cea80f954163f18
53e9979bb7602d9701f69019,53a7295920f7420be8bd1b19
53e9979eb7602d9701f6a9a9,53a725ac20f7420be8b556b2
53e9979fb7602d9701f70abc,539e759d8314ff4cf4aa0d30
53e997a2b7602d9701f72124,539fef88831432abcb3b7535
53e997a2b7602d9701f740ba,539e759d8314ff4cf4aa0d30
53e997a2b7602d9701f74c34,5390887120f70186a0d8ebb4
53e997a2b7602d9701f75a1f,53a72acc20f7420be8c0d906
53e997a2b7602d9701f76987,555036d17cea80f95415a4d7
53e997a6b7602d9701f7978b,555036f47cea80f954169256
53e997a6b7602d9701f7d472,53a72acc20f7420be8c0d906
53e99784b7602d9701f3f645,53a72e8020f7420be8c8f8fc
53e9978ab7602d9701f45999,53a72e5020f7420be8c87743
53e9978ab7602d9701f4a043,555036f97cea80f95416c1e9
53e9978ab7602d9701f4b440,555036db7cea80f9541603e9
53e9978ab7602d9701f4cb8e,53a7293f20f7420be8bcdfeb
53e99792b7602d9701f544e8,54825d88582fc50b5e1b03ee
53e99792b7602d9701f547c7,53a72aed20f7420be8c12027
53e99792b7602d9701f585b3,53a72aed20f7420be8c12027
53e99792b7602d9701f585b4,53a72aed20f7420be8c12027
53e99792b7602d9701f5aa28,539e759d8314ff4cf4aa0d30
53e99792b7602d9701f5b42a,539078f520f770854f5ab130
53e99796b7602d9701f5f2aa,53a725ac20f7420be8b556b2
53e99796b7602d9701f5f8d8,555036c17cea80f9541516a4
53e99796b7602d9701f623ff,54824fa4582fc50b5e02e699
53e9979bb7602d9701f635e0,555036d17cea80f95415a4d7
53e9979bb7602d9701f688ec,555036d17cea80f95415a4d7
53e9979eb7602d9701f6b0bc,5ab100cd5cd006365435d238
53e9979eb7602d9701f6dac0,53a72acc20f7420be8c0d90e
53e9979eb7602d9701f6eaf4,53908b3420f70186a0dba6ac
53e9979fb7602d9701f70ad8,555036d17cea80f95415a4d7
53e997a2b7602d9701f73855,555036dd7cea80f954161b94
53e997a2b7602d9701f78697,53a7255b20f7420be8b4c919
53e997a6b7602d9701f79659,53a72acc20f7420be8c0d90e
53e997a6b7602d9701f7c677,5736ad0ad39c4f40a79640a1
53e997a6b7602d9701f7ce1b,555036da7cea80f9541603ca
53e9978ab7602d9701f47e84,555036db7cea80f9541603d4
53e9978ab7602d9701f4a090,555036db7cea80f9541603d4
53e9978eb7602d9701f52d4e,555037ca7cea80f954199926
53e99792b7602d9701f56d58,555036f97cea80f95416c1e9
53e99792b7602d9701f580c8,555036c07cea80f954151693
53e99792b7602d9701f5826d,555036b87cea80f95414c3c0
53e99792b7602d9701f59dbd,53a732c820f7420be8db5cda
53e99796b7602d9701f60597,53a729ec20f7420be8beacca
53e99796b7602d9701f618c0,5736ad0ad39c4f40a79640a1
53e99796b7602d9701f624e5,5390ac8320f70186a0eb7583
53e9979bb7602d9701f64cfd,53a7294820f7420be8bcebdc
53e9979bb7602d9701f67bf4,53a72cb320f7420be8c4d250
53e997a2b7602d9701f72ac5,555036d17cea80f95415a4d7
53e997a2b7602d9701f74e6c,555037987cea80f954191711
53e997a2b7602d9701f76986,555036f17cea80f954167a87
53e997a6b7602d9701f792c2,555036f97cea80f95416c1e9
53e997a6b7602d9701f7b544,555036c87cea80f954155dc0
53e997a6b7602d9701f7b54f,53a7264620f7420be8b6f44f
53e99784b7602d9701f3f60c,539078f220f770854f5a87ec
53e99785b7602d9701f4084e,555036e27cea80f954163f18
53e9978ab7602d9701f45754,555036e77cea80f9541662c7
53e9978ab7602d9701f4575a,555036d27cea80f95415a4eb
53e9978ab7602d9701f4a029,53a7326920f7420be8d94cc9
53e99792b7602d9701f569d3,53a72f3220f7420be8c9cd5a
53e99792b7602d9701f57031,555036db7cea80f9541603e9
53e99792b7602d9701f5808f,539078f320f770854f5a88dd
53e99796b7602d9701f5f649,5390797720f770854f5bba15
53e99796b7602d9701f5f85c,53a7280620f7420be8ba5fc3
53e99796b7602d9701f602a9,53a72dbe20f7420be8c72ca3
53e9979bb7602d9701f66818,53a72eca20f7420be8c9b5a3
53e9979bb7602d9701f67b28,539078ef20f770854f5a84c2
53e9979bb7602d9701f67b2e,539fef88831432abcb3b7535
53e9979bb7602d9701f682c9,53a730a620f7420be8d00a51
53e9979bb7602d9701f69f84,555036da7cea80f9541603cb
53e9979eb7602d9701f6dac3,539078ee20f770854f5a83f7
53e997a2b7602d9701f7880a,555036db7cea80f9541603e9
53e997a6b7602d9701f7965a,555036c07cea80f954151693
53e997a6b7602d9701f7965c,555036e07cea80f95416334d
53e997a6b7602d9701f79ac7,53a728bc20f7420be8bb71d1
53e997a6b7602d9701f7a7a1,555036f97cea80f95416c1e9
53e997a6b7602d9701f7a995,53a725ac20f7420be8b556b2
53e997a6b7602d9701f7b15f,53a72a5c20f7420be8bfe023
53e997a6b7602d9701f7bce5,53a72a5c20f7420be8bfe023
53e997a6b7602d9701f7b6ef,555036d17cea80f95415a4d7
53e997a6b7602d9701f7ce34,555036f17cea80f954167a87
53e99785b7602d9701f4157e,53a72f3720f7420be8c9cd87
53e99785b7602d9701f4157f,53a72f3720f7420be8c9cd87
53e99785b7602d9701f43ece,555036f77cea80f95416b5e8
53e9978ab7602d9701f4575c,5390790520f770854f5ae060
53e9978ab7602d9701f4599a,53a72e5020f7420be8c87743
53e9978ab7602d9701f457b5,53a72f7420f7420be8caa179
53e9978ab7602d9701f45829,555036bb7cea80f95414db63
53e9978ab7602d9701f47d3c,53a72b4a20f7420be8c200e3
53e9978db7602d9701f4d186,53a7261320f7420be8b6667c
53e99792b7602d9701f543ac,555036db7cea80f9541603e9
53e99792b7602d9701f54412,555037b77cea80f9541970b6
53e99792b7602d9701f58247,555036e77cea80f9541662c4
53e99792b7602d9701f5b085,53a72ac520f7420be8c0cd21
53e99796b7602d9701f602a2,555036cf7cea80f954158d33
53e99796b7602d9701f61cc5,53a72e9c20f7420be8c94b6e
53e9979bb7602d9701f63173,555036f77cea80f95416b5e8
53e9979bb7602d9701f6439e,5390794620f770854f5b63d6
53e9979bb7602d9701f6517d,555036e27cea80f954163f18
53e9979bb7602d9701f6550b,53a728bc20f7420be8bb71d1
53e9979bb7602d9701f65fe2,53a7255b20f7420be8b4c919
53e9979bb7602d9701f6745b,53e1886d20f7dfbc07e8e83f
53e9979bb7602d9701f6838b,53a730a620f7420be8d00a51
53e9979bb7602d9701f689f0,539e78288314ff4cf4b6430e
53e9979eb7602d9701f6a25a,53a72f6320f7420be8ca2c23
53e9979eb7602d9701f6b213,55f8deb7c35f4f6dfd415ff0
53e9979eb7602d9701f6c8d2,5390797720f770854f5bba15
53e9979fb7602d9701f70e2f,555036db7cea80f9541603d4
53e9979fb7602d9701f70b47,5736ac8cd39c4f40a795b13e
53e997a2b7602d9701f7209d,54824fa4582fc50b5e02e699
53e997a2b7602d9701f7209f,53a7260c20f7420be8b65aa5
53e997a2b7602d9701f720d7,53a7295920f7420be8bd1b19
53e997a2b7602d9701f7361c,5390797720f770854f5bba15
53e997a6b7602d9701f79661,5390791520f770854f5b0cd4
53e997a6b7602d9701f7b147,555036f17cea80f954167a87
53e997a6b7602d9701f7c533,572dd8ddd39c4f49934859f5
53e997a6b7602d9701f7c659,555036da7cea80f9541603ca
53e99785b7602d9701f4061c,53a732b420f7420be8daf334
53e99785b7602d9701f41558,555036db7cea80f9541603d4
53e99785b7602d9701f42800,53a725ac20f7420be8b556b2
53e9978ab7602d9701f457b8,55f8c6f1c35f4f6dfd4159fc
53e9978ab7602d9701f460cf,54825a08582fc50b5e13a854
53e9978ab7602d9701f48493,54825a08582fc50b5e13a854
53e9978ab7602d9701f47d41,555036e77cea80f9541662c7
53e9978ab7602d9701f4bc0b,539078f620f770854f5ab21a
53e99792b7602d9701f5838a,555036f97cea80f95416c1e9
53e99796b7602d9701f5c823,555036f27cea80f954168676
53e99796b7602d9701f5ff17,54825a08582fc50b5e13a854
53e99796b7602d9701f6032d,53a727ac20f7420be8b97f18
53e99796b7602d9701f61355,53a728a120f7420be8bb4253
53e99796b7602d9701f6231a,555036c17cea80f9541516a4
53e9979bb7602d9701f635a2,5390790d20f770854f5b0a15
53e9979bb7602d9701f63699,539fef88831432abcb3b7535
53e9979bb7602d9701f6687a,53a730cb20f7420be8d0ae9d
53e9979bb7602d9701f67b61,53a7255b20f7420be8b4c919
53e9979eb7602d9701f6a46b,53a725ac20f7420be8b556b2
53e9979eb7602d9701f6a55b,555036e27cea80f954163f18
53e9979eb7602d9701f6d5f4,53a732b420f7420be8daf334
53e9979eb7602d9701f6e8ac,53a732b420f7420be8daf334
53e9979eb7602d9701f6e9f8,53a732b420f7420be8daf334
53e9979fb7602d9701f6ef64,53a7327220f7420be8d97bbb
53e997a2b7602d9701f7166e,53a725ac20f7420be8b556b2
53e997a2b7602d9701f720a0,53e1822d20f7dfbc07e8be8b
53e997a2b7602d9701f720d4,555036bb7cea80f95414db63
53e997a2b7602d9701f731fc,53a72f7320f7420be8ca95bb
53e997a2b7602d9701f74ca2,555036bd7cea80f95414f313
53e997a2b7602d9701f759e8,555037ab7cea80f95419563a
53e997a2b7602d9701f76772,53a732b420f7420be8daf334
53e997a2b7602d9701f76870,53a7290f20f7420be8bc2f1e
53e997a2b7602d9701f770c1,53a72f4120f7420be8c9d97f
53e997a6b7602d9701f78adb,5390995a20f70186a0e140f7
53e997a6b7602d9701f791b8,53a732b420f7420be8daf334
