author_id,paper_id
5441091cdabfae805a721bb7,53e99784b7602d9701f3f6dd
5487ec66dabfae8a11fb3eb2,53e99784b7602d9701f3f6e6
560175f345cedb3395e5a447,53e99784b7602d9701f3f6e7
53f7b38cdabfae7f97a247d7,53e99784b7602d9701f3f6e7
5614ccbb45ce1e59634fb37d,53e99784b7602d9701f3f6e7
53f4341cdabfaedd74d8a394,53e99784b7602d9701f3f6e7
53f82bdbdabfae9060b1339b,53e99784b7602d9701f3f6e7
53f810a4dabfae90ec13f8da,53e99784b7602d9701f3f6e8
53f4326fdabfaec22ba58f23,53e99784b7602d9701f3f6e8
548d0030dabfaed7b5fa47b3,53e99784b7602d9701f3f6e8
53f42bfcdabfaeb22f3f2e96,53e99784b7602d9701f3f6f2
53f46a41dabfaedd74e7945f,53e99784b7602d9701f3f6f2
53f4360cdabfaee0d9b623b9,53e99784b7602d9701f3f6f5
53f7b6e5dabfae9060adfe36,53e99784b7602d9701f3f703
53f45f15dabfaefedbb6e20d,53e99784b7602d9701f3f703
53f55c6bdabfae4ebaf8045c,53e99784b7602d9701f3f703
53f43167dabfaeb1a7bbe369,53e99784b7602d9701f3f703
5434bf3fdabfaebba585fc8c,53e99784b7602d9701f3f704
53f7a59adabfae92b40d1f14,53e99784b7602d9701f3f705
560175f445cedb3395e5a471,53e99784b7602d9701f3f706
560175f445cedb3395e5a474,53e99784b7602d9701f3f706
53f42d50dabfaeb1a7b8a149,53e99784b7602d9701f3f72a
54876ec4dabfae9b401346ca,53e99784b7602d9701f3f72a
53f42c5fdabfaedf435075a0,53e99784b7602d9701f3f72a
53f32548dabfae9a8446d9b8,53e99784b7602d9701f3f72b
53f470a2dabfaec09f267551,53e99784b7602d9701f3f733
53f4385edabfaee02acdcb5a,53e99784b7602d9701f3f733
5433a63bdabfaeb4c6ac59ae,53e99784b7602d9701f3f733
53f4d17cdabfaeedd677f167,53e99784b7602d9701f3f733
53f436dcdabfaeb22f4759d6,53e99784b7602d9701f3f734
53f45de3dabfaee4dc82d855,53e99784b7602d9701f3f734
53f461e2dabfaee02ad8236d,53e99784b7602d9701f3f734
53f45147dabfaeecd69d7d82,53e99784b7602d9701f3f734
53f55ee7dabfae5308f8045b,53e99784b7602d9701f3f73e
53f45c56dabfaee02ad6e8c4,53e99784b7602d9701f3f788
53f42fd2dabfaedf435353c1,53e99784b7602d9701f3f789
53f44769dabfaee1c0af07bd,53e99784b7602d9701f3f7dd
53f4bc70dabfaeda9a77b475,53e99784b7602d9701f3f7df
53f433c2dabfaedf43565436,53e99784b7602d9701f3f7f3
560175f745cedb3395e5a51e,53e99784b7602d9701f3f818
53f44d14dabfaec09f1e3380,53e99785b7602d9701f4032d
53f46f20dabfaedd74e8c41b,53e99785b7602d9701f4032d
53f45084dabfaee02ad41e61,53e99785b7602d9701f4032d
53f36afadabfae4b349abd09,53e99785b7602d9701f4032d
53f3a27adabfae4b34ac2dbd,53e99784b7602d9701f3ffef
53f430eedabfaee43ebf2dd7,53e99785b7602d9701f40849
53f433f5dabfaee4dc76b071,53e99785b7602d9701f40849
53f42b77dabfaedf434f8852,53e99785b7602d9701f40849
53f36148dabfae4b349873c8,53e99785b7602d9701f40849
54089bd3dabfae92b424ce5b,53e99785b7602d9701f40849
53f4caf7dabfaee578780700,53e99785b7602d9701f40849
562cf02e45cedb3398d0aa16,53e99785b7602d9701f40849
53f459f4dabfaeb22f50e923,53e99785b7602d9701f4084e
53f37e0cdabfae4b349ecc87,53e99785b7602d9701f4084f
53f466a7dabfaee4dc84f2ef,53e99785b7602d9701f4084f
5485d8e7dabfae8a11fb2c62,53e99785b7602d9701f4084f
53f7d8a1dabfae9060aef56c,53e99785b7602d9701f40852
53f38f7ddabfae4b34a4c43f,53e99785b7602d9701f40853
54337ba9dabfaeb542189a2d,53e99785b7602d9701f40856
5485df36dabfae8a11fb2ce1,53e99785b7602d9701f40856
5410c19adabfae44f08db888,53e99785b7602d9701f40858
53f4cc5adabfaeebdaf80e1e,53e99785b7602d9701f40858
53f64ecedabfae0633f16575,53e99785b7602d9701f40858
5487d0f9dabfae8a11fb3dbd,53e99785b7602d9701f40858
53f45001dabfaefedbb38d77,53e99785b7602d9701f40859
53f4722edabfaeee22a7f64d,53e99785b7602d9701f4085a
53f42d77dabfaec09f115bf9,53e99785b7602d9701f4085a
53f43e84dabfaedd74dd9591,53e99785b7602d9701f4085e
53f4419fdabfaee02ad0a059,53e99785b7602d9701f40863
54872375dabfae9b40134250,53e99785b7602d9701f40887
53f43776dabfaee0d9b6e75b,53e99785b7602d9701f40545
53f3822cdabfae4b349fc3f3,53e99785b7602d9701f4054b
540936f7dabfae8faa6758a7,53e99785b7602d9701f4054f
53f43a7cdabfaedd74dc763a,53e99785b7602d9701f40553
53f46aaadabfaec09f250739,53e99785b7602d9701f40554
53f457d6dabfaeee22a39698,53e99785b7602d9701f40554
53f4394cdabfaeb22f48cf9d,53e99785b7602d9701f40557
53f44d5bdabfaedf435e82a6,53e99785b7602d9701f40558
53f45470dabfaefedbb49727,53e99785b7602d9701f40558
53f4735bdabfaedd74e9ccf4,53e99785b7602d9701f40558
53f436badabfaec09f17ff4d,53e99785b7602d9701f40558
53f44a12dabfaefedbb22b58,53e99785b7602d9701f40558
53f44faddabfaedf435f0ee4,53e99785b7602d9701f4055a
53f4cc68dabfaeebd8f80e81,53e99785b7602d9701f4055b
53f44df7dabfaeb22f4dee29,53e99785b7602d9701f4055f
53f391ecdabfae4b34a5a3ad,53e99785b7602d9701f40560
53f45b85dabfaee2a1d87119,53e99785b7602d9701f40561
53f472c7dabfaefedbb9f9b3,53e99785b7602d9701f40567
53f4cc56dabfaeebdcf80db9,53e99785b7602d9701f4056e
53f42ac1dabfaeb2acfbdcfd,53e99785b7602d9701f4056f
54083a1adabfae8faa634c80,53e99785b7602d9701f4056f
53f42e34dabfaeb22f4130f2,53e99785b7602d9701f4056f
53f45269dabfaefedbb42108,53e99785b7602d9701f4056f
53f43d1cdabfaec09f1b2e97,53e99785b7602d9701f4056f
53f46015dabfaefedbb7125d,53e99785b7602d9701f4056f
53f43018dabfaeb22f42a3cf,53e99785b7602d9701f40583
53f42cfadabfaedf43510fe2,53e99785b7602d9701f40583
53f42c6edabfaedd74d2898b,53e99785b7602d9701f40583
56069aca45cedb33968e6648,53e99785b7602d9701f40586
54409822dabfae7d84b8932b,53e99785b7602d9701f40586
5601760445cedb3395e5a857,53e99785b7602d9701f40586
53f3a118dabfae4b34aba848,53e99785b7602d9701f40592
5601760445cedb3395e5a85d,53e99785b7602d9701f40592
53f4705edabfaee02adbbd4b,53e99785b7602d9701f40592
53f49ab3dabfaee0d9c7556a,53e99785b7602d9701f40592
53f45c8ddabfaeb22f517906,53e99785b7602d9701f40597
53f429cfdabfaeb2acfb8c9b,53e99785b7602d9701f40598
53f47ee9dabfae9126cc522c,53e99785b7602d9701f4059a
53f44074dabfaee0d9ba1c75,53e99785b7602d9701f4059c
53f642d9dabfaed4d90f3dc1,53e99785b7602d9701f405a8
54858be3dabfae9b401337d7,53e99785b7602d9701f405c5
5601760445cedb3395e5a872,53e99785b7602d9701f405cc
53f4429edabfaeee229eaecf,53e99785b7602d9701f405cc
54342011dabfaebba5844708,53e99785b7602d9701f405cd
54329f73dabfaeb5421612ed,53e99785b7602d9701f405cd
53f47686dabfaee02add4bf3,53e99785b7602d9701f405e8
53f45d17dabfaee0d9c0c369,53e99785b7602d9701f405e9
5408bc7cdabfae44f0881671,53e99785b7602d9701f405e9
5626a04745ce1e596547dafc,53e99785b7602d9701f405e9
53f43adadabfaee43ec5b033,53e99785b7602d9701f405ed
53f42bd4dabfaedf434febbe,53e99785b7602d9701f405ed
53f4369bdabfaedd74da26e2,53e99785b7602d9701f405ed
53f43de8dabfaeb22f4a9058,53e99785b7602d9701f405ee
54057888dabfae91d3fe730e,53e99785b7602d9701f405f5
53f48a96dabfaeb1a7cd1cc5,53e99785b7602d9701f405f5
53f42d40dabfaee02ac5f15f,53e99785b7602d9701f405f6
53f4361adabfaedf4357d672,53e99785b7602d9701f405f8
53f45dbedabfaee0d9c0e7c1,53e99785b7602d9701f405f8
53f7f9c1dabfae7f97a38ebc,53e99785b7602d9701f405fb
53f44a37dabfaee4dc7e0bed,53e99785b7602d9701f40603
53f42adddabfaeb22f3de12e,53e99785b7602d9701f40603
53f44ab4dabfaeecd69be305,53e99785b7602d9701f40603
53f43616dabfaedf4357d418,53e99785b7602d9701f40603
53f44357dabfaee43ec71e32,53e99785b7602d9701f40605
5601760645cedb3395e5a88d,53e99785b7602d9701f40605
53f4547bdabfaeecd69e41be,53e99785b7602d9701f40615
53f458e5dabfaee4dc81bc6e,53e99785b7602d9701f4061c
53f437b0dabfaedce553b065,53e99785b7602d9701f4061f
53f7ba9cdabfae9060ae1f26,53e99785b7602d9701f4061f
5601760f45cedb3395e5a985,53e99785b7602d9701f40a14
53f43400dabfaec09f165f16,53e99785b7602d9701f40664
53f42698dabfaeb22f3c6688,53e99785b7602d9701f40664
5429da48dabfaec7081c076e,53e99785b7602d9701f40664
544841fcdabfae87b7df6cee,53e99785b7602d9701f40665
53f44855dabfaefedbb1beb6,53e99785b7602d9701f40665
53f556d6dabfae963d25e26f,53e99785b7602d9701f406b2
53f42e53dabfaedf43523106,53e99785b7602d9701f406b3
53f42cd2dabfaee02ac58bdf,53e99785b7602d9701f406b3
53f3b398dabfae4b34b2ab36,53e99785b7602d9701f40767
53f42e48dabfaedce54d11a1,53e99785b7602d9701f40847
53f38252dabfae4b349fd1a2,53e99785b7602d9701f40847
53f43c11dabfaedf435b3388,53e99785b7602d9701f4147f
540540f2dabfae8faa5b8f89,53e99785b7602d9701f41487
53f477c6dabfaefedbbb31e9,53e99785b7602d9701f40848
53f42cc6dabfaeb22f3ff53a,53e99785b7602d9701f40848
53f582cadabfaeaa97f8045b,53e99785b7602d9701f41491
5601763845cedb3395e5adab,53e99785b7602d9701f41491
53f45ceddabfaee1c0b454ed,53e99785b7602d9701f41491
5601763845cedb3395e5adae,53e99785b7602d9701f41491
53f4661fdabfaee02ad9382c,53e99785b7602d9701f41491
5434baeedabfaebba585cd46,53e99785b7602d9701f41491
53f3954edabfae4b34a6e57a,53e99785b7602d9701f41491
53f43600dabfaedce552bb22,53e99785b7602d9701f41491
53f467a3dabfaee02ad99bfb,53e99785b7602d9701f41498
53f44d59dabfaee0d9bcfd6d,53e99785b7602d9701f41498
53f42c78dabfaee0d9aef4c2,53e99785b7602d9701f41499
53f44bc3dabfaee02ad2ec03,53e99785b7602d9701f414a5
5448c1c1dabfae87b7e746a3,53e99785b7602d9701f414a9
540582a8dabfae91d3feb62f,53e99785b7602d9701f414a9
53f450d3dabfaee4dc7fb8ed,53e99785b7602d9701f414aa
53f46169dabfaec09f22c10d,53e99785b7602d9701f414ab
53f45407dabfaee02ad4fdf0,53e99785b7602d9701f414ac
548a52a0dabfae8a11fb49ad,53e99785b7602d9701f414ac
53f4d130dabfaef013f80e0d,53e99785b7602d9701f414ac
5601763845cedb3395e5adb1,53e99785b7602d9701f414ae
53f46db6dabfaee43ed13ae9,53e99785b7602d9701f414af
5601763845cedb3395e5adb4,53e99785b7602d9701f414b1
5601763845cedb3395e5adb7,53e99785b7602d9701f414b1
5601763845cedb3395e5adba,53e99785b7602d9701f414b1
5601763945cedb3395e5adbd,53e99785b7602d9701f414b4
53f44cdbdabfaec09f1e2603,53e99785b7602d9701f414c3
53f477e8dabfaedf4368a537,53e99785b7602d9701f414c4
53f478badabfaefedbbb5fd1,53e99785b7602d9701f414c4
53f44c8cdabfaedd74e0744a,53e99785b7602d9701f414c4
53f4698edabfaee4dc85ac0f,53e99785b7602d9701f414c5
53f44c20dabfaee0d9bcb089,53e99785b7602d9701f414c7
5430ee8fdabfae8f2911bc94,53e99785b7602d9701f414c7
53f43974dabfaec22ba9e343,53e99785b7602d9701f414c8
53f43ec4dabfaedd74dd9f70,53e99785b7602d9701f414c8
53f44eeedabfaec22bae98a5,53e99785b7602d9701f414c8
53f4ce26dabfaeed23f81274,53e99785b7602d9701f414c9
53f45e60dabfaec09f221b7e,53e99785b7602d9701f414d2
53f439b3dabfaee02ace93a6,53e99785b7602d9701f414d7
53f4acd0dabfaedce563e43f,53e99785b7602d9701f414e4
53f38421dabfae4b34a07fe1,53e99785b7602d9701f414e9
53f473a5dabfaedd74e9e17c,53e99785b7602d9701f414f1
53f43834dabfaeb22f482264,53e99785b7602d9701f414f2
53f42814dabfaeb2acfb09ac,53e99785b7602d9701f414f6
53f430a2dabfaedf4353fcd4,53e99785b7602d9701f414fb
53f45828dabfaee02ad5f8d4,53e99785b7602d9701f41502
53f45b46dabfaedf4361d89f,53e99785b7602d9701f418af
53f38cf3dabfae4b34a3c6b2,53e99785b7602d9701f418b0
53f477f8dabfaefedbbb3d39,53e99785b7602d9701f418b1
53f4308ddabfaee2a1ca4d06,53e99785b7602d9701f418b1
53f4625edabfaefedbb7925f,53e99785b7602d9701f418b1
53f4b70bdabfaeb22f576f19,53e99785b7602d9701f418b1
53f42e46dabfaee4dc72546c,53e99785b7602d9701f418b2
54102ecfdabfae450f4daec6,53e99785b7602d9701f418b2
53f48180dabfaedf4368faaf,53e99785b7602d9701f418b2
53f4ce9cdabfaeedd277c064,53e99785b7602d9701f418b2
5408816adabfae450f422563,53e99785b7602d9701f418b2
53f42d30dabfaee1c0a30a68,53e99785b7602d9701f418b2
53f433efdabfaeb2ac03acd6,53e99785b7602d9701f418b3
53f46bf1dabfaeb22f5544d5,53e99785b7602d9701f418b3
5601764945cedb3395e5aeef,53e99785b7602d9701f418b7
53f39979dabfae4b34a89146,53e99785b7602d9701f4150f
53f47dd7dabfaee4dc8a74bf,53e99785b7602d9701f418b8
53f45299dabfaefedbb42c0c,53e99785b7602d9701f418b8
53f399b5dabfae4b34a8a930,53e99785b7602d9701f418bb
53f44e66dabfaec09f1e7fdb,53e99785b7602d9701f418bb
53f450d5dabfaee4dc7fb96d,53e99785b7602d9701f418bb
53f43428dabfaeb2ac03d5cf,53e99785b7602d9701f418bb
53f46457dabfaee02ad8c12c,53e99785b7602d9701f418bd
53f439f2dabfaec22baa1bf9,53e99785b7602d9701f418be
53f46ee2dabfaeee22a733d6,53e99785b7602d9701f418bf
5406f0aedabfae450f3f8779,53e99785b7602d9701f418bf
53f432afdabfaeb1a7bceba2,53e99785b7602d9701f418bf
53f43377dabfaeb1a7bd6c6e,53e99785b7602d9701f418bf
53f42b23dabfaeb22f3e4056,53e99785b7602d9701f418bf
53f482a0dabfaee43ed5ab63,53e99785b7602d9701f418c0
53f4a6abdabfaedd74eb7df0,53e99785b7602d9701f418c1
53f43b77dabfaec09f1aefef,53e99785b7602d9701f418c1
5432edaadabfaeb54216b6b9,53e99785b7602d9701f418c1
54862905dabfaed7b5fa27a3,53e99785b7602d9701f418c1
5601764945cedb3395e5aef2,53e99785b7602d9701f418c2
53f451a1dabfaeee22a22711,53e99785b7602d9701f418c6
5601764945cedb3395e5aef5,53e99785b7602d9701f418c7
53f32a06dabfae9a84487de5,53e99785b7602d9701f418ca
53f45b58dabfaefedbb61c4b,53e99785b7602d9701f418cb
5601764a45cedb3395e5aef8,53e99785b7602d9701f418cc
53f4d6b3dabfaef559f805a5,53e99785b7602d9701f418cd
5601763d45cedb3395e5addf,53e99785b7602d9701f4151f
5601763d45cedb3395e5ade2,53e99785b7602d9701f4151f
53f3930adabfae4b34a60aa5,53e99785b7602d9701f418cf
53f807f6dabfae9060b08107,53e99785b7602d9701f41520
53f465f0dabfaefedbb86ddb,53e99785b7602d9701f418d2
53f45cbddabfaee43ecd33de,53e99785b7602d9701f41524
53f4bb7edabfaeda9977b494,53e99785b7602d9701f418d3
54410eaddabfae805a723b64,53e99785b7602d9701f418d4
54093a68dabfae450f46cb2f,53e99785b7602d9701f418d4
53f4d0e8dabfaeedcf77e71f,53e99785b7602d9701f418d5
5448a664dabfae87b7e5994c,53e99785b7602d9701f418d9
53f44fc3dabfaee02ad3edda,53e99785b7602d9701f418da
53f435b3dabfaec22ba7bb12,53e99785b7602d9701f418da
53f46cc3dabfaedf4365e92e,53e99785b7602d9701f418df
53f3a8d5dabfae4b34aea2e4,53e99785b7602d9701f41546
53f441cedabfaee43ec6f476,53e99785b7602d9701f41546
53f434fedabfaeb22f465204,53e99785b7602d9701f41547
53f46efbdabfaeb22f557c11,53e99785b7602d9701f41548
53f45fa7dabfaec09f226035,53e99785b7602d9701f41556
53f4930edabfaeb15a77bbb6,53e99785b7602d9701f41556
5601764045cedb3395e5ae15,53e99785b7602d9701f41556
53f4325adabfaedd74d7637b,53e99785b7602d9701f41556
53f3218adabfae9a84458e20,53e99785b7602d9701f41556
53f64ecedabfae60e53e2f94,53e99785b7602d9701f41558
53f4d423dabfaeedd9781e23,53e99785b7602d9701f41558
53f3b344dabfae4b34b28bb2,53e99785b7602d9701f41559
53f46258dabfaee2a1d9e9f4,53e99785b7602d9701f41559
53f47831dabfaec09f285263,53e99785b7602d9701f4155a
54893858dabfae9b40134869,53e99785b7602d9701f41566
53f42f4adabfaedce54ddd4a,53e99785b7602d9701f41566
53f4ca2cdabfaee57c77f615,53e99785b7602d9701f41567
53f4e135dabfaefae377b44a,53e99785b7602d9701f4157e
53f446ecdabfaec09f1cb382,53e99785b7602d9701f4157e
53f43981dabfaec22ba9e8ab,53e99785b7602d9701f4157f
5601764145cedb3395e5ae2d,53e99785b7602d9701f41581
53f42cacdabfaedce54badef,53e99785b7602d9701f41581
5405a952dabfae450f3c2bcb,53e99785b7602d9701f41582
53f431c9dabfaee4dc7515a4,53e99785b7602d9701f41585
53f433e6dabfaeee229920b6,53e99785b7602d9701f41598
53f46764dabfaedf4364a03d,53e99785b7602d9701f41956
53f42dabdabfaee02ac64ce5,53e99785b7602d9701f415c8
53f43497dabfaee43ec1ebe4,53e99785b7602d9701f415c8
53f32b7fdabfae9a8448fea5,53e99785b7602d9701f41986
53f4481edabfaee1c0af37ac,53e99785b7602d9701f41653
54055a2fdabfae91d3fd878b,53e99785b7602d9701f41654
53f4342ddabfaedce5519910,53e99785b7602d9701f41655
53f4594cdabfaee4dc81d6a1,53e99785b7602d9701f41656
562d52bb45cedb3398dc5175,53e99785b7602d9701f41657
53f4671bdabfaeee22a56233,53e99785b7602d9701f41658
5406928cdabfae92b42138cd,53e99785b7602d9701f4168a
5448a3c8dabfae87b7e560cf,53e99785b7602d9701f41b1b
5601765245cedb3395e5afeb,53e99785b7602d9701f41b4c
54068328dabfae44f083b1b3,53e99785b7602d9701f41b4c
54845d54dabfaed7b5fa19ff,53e99785b7602d9701f417aa
53f42e94dabfaec22ba274e2,53e99785b7602d9701f41e6e
53f46ec8dabfaeee22a72dc7,53e99785b7602d9701f4278b
5601768245cedb3395e5b353,53e99785b7602d9701f4278b
53f42fe2dabfaeb22f427827,53e99785b7602d9701f4278b
53f6390ddabfaead1c9bf11f,53e99785b7602d9701f4278b
53f4808cdabfae963d25ab7c,53e99785b7602d9701f4278b
53f36da5dabfae4b349b5845,53e99785b7602d9701f42792
53f38fb8dabfae4b34a4d90a,53e99785b7602d9701f42796
53f380cbdabfae4b349f7304,53e99785b7602d9701f42797
53f46bf9dabfaedd74e80397,53e99785b7602d9701f42797
53f446d0dabfaefedbb15f34,53e99785b7602d9701f4279e
53f438c2dabfaefedbadeef4,53e99785b7602d9701f4279e
53f44563dabfaee02ad14da2,53e99785b7602d9701f427a9
53f437e0dabfaee2a1cf4193,53e99785b7602d9701f427a9
53f45541dabfaefedbb4c795,53e99785b7602d9701f427ae
5601768345cedb3395e5b365,53e99785b7602d9701f427ae
53f44587dabfaeb22f4bc17f,53e99785b7602d9701f427b5
53f4ad07dabfaedce563e9bb,53e99785b7602d9701f427b6
53f4319bdabfaee2a1cb2711,53e99785b7602d9701f427b8
53f46cb8dabfaee2a1dc7fb8,53e99785b7602d9701f427c1
53f46ba8dabfaee02ada9df7,53e99785b7602d9701f427c1
53f430eadabfaee1c0a6124a,53e99785b7602d9701f427c5
5601768445cedb3395e5b374,53e99785b7602d9701f427d1
53f48d04dabfaea7cd1d0ef9,53e99785b7602d9701f427d1
53f4377edabfaedce5539226,53e99785b7602d9701f427d5
