author_id,author_name
53f42cf5dabfaeb2acfe425e,C. J. Gross
53f458aadabfaec09f20ed3a,W. Nazarewicz
53f46eefdabfaee02adb698d,Aleix Martinez
548a317bdabfae9b40134ffb,Giovanni Gallavotti
560175f845cedb3395e5a557,Eugene Santos
53f45477dabfaedce55ab3b2,Rainer Winter
5485e336dabfae8a11fb2d2a,John L. Casti
54067b13dabfae44f08370e4,D. Morris
53f42e89dabfaee0d9b0be6b,T. G. Kennedy
53f43aa2dabfaee1c0ac5f7f,L. Last
5433c60cdabfaeb4c6ace2ce,Dietmar Dietrich
53f398b4dabfae4b34a8429e,William Sugar
53f43a0edabfaec22baa2d20,Adam Crymble
53f3a5a9dabfae4b34ad71b2,Julia Flanders
560175f845cedb3395e5a55a,Dirk Fox
560175f845cedb3395e5a55d,Dirk Fox
560175f845cedb3395e5a560,Dirk Fox
5434c3a3dabfaebba5862fa7,Angi VoÃŸ
53f442a4dabfaedd74de10a2,Brigitte Bartsch-SpÃ¶rl
5406e098dabfae92b4226e11,Klaus P. Jantke
53f44d2bdabfaeb22f4dbc85,Uwe Petersohn
540905ecdabfae92b42544d4,Gerhard Strube
53f43808dabfaeecd696df48,Andrew Lovett
53f7e9bbdabfae90ec12c689,Daniel E. Geer Jr.
53f439d1dabfaedce554e7f2,Cormac Flanagan
53f46985dabfaeecd6a18f3f,John M. Levesque
53f7e205dabfae9060af3f63,David A. Padua
53f4d100dabfaef00ef80b52,Burt Kaliski
53f453aedabfaeb22f4f637d,Ehab Al-Shaer
53f43d06dabfaee43ec661d9,Leon Osterweil
5406d288dabfae44f085f379,Lori A. Clarke
54055d53dabfae91d3fd9f5a,Christophe De CanniÃ¨re
53f4309ddabfaeb1a7bb434b,Vicki Dobbs Beck
53f80865dabfae92b4102a1b,Minoru Sasaki
53f43128dabfaee4dc7495fb,Tuneo Sakai
560175ed45cedb3395e5a3b2,Diane Crawford
53f58b15dabfaece00f8046d,Peter J. Denning
5448373bdabfae87b7de9edc,Max Fuchs
53f43455dabfaeee22997105,Ken Go
5405e588dabfae450f3df177,John M. Carroll
53f7a2afdabfae9060ad5e0b,Atsumi Imamiya
5408b7b1dabfae450f439d28,Arjen K. Lenstra
53f451b6dabfaee4dc7ff34d,William P. Heising
562d00d345cedb3398d26ba3,Darko Kirovski
53f45766dabfaee1c0b3174c,Neboisa Jojic
5435290fdabfaebba58aa917,Jaroslav NeÅ¡etÅ™il
53f79b5cdabfae938c6c6234,Patrice Ossona de Mendez
53f38413dabfae4b34a07ac8,Taruto Fuyama
53f47589dabfaeecd6a4700e,Dana Dorian
53f455c1dabfaee2a1d71b0e,Hans Daanen
53f42ea1dabfaee2a1c8c6cb,Tash Lee
53f430eedabfaee2a1ca9d7e,SveinbjÃ¶rn J. Tryggvason
5432ad4bdabfaeb4c6a96249,Peter Allen
53f4a96adabfaedce56395ec,Shu-Wei Chang
53f37c5bdabfae4b349e6c7d,Karen Kirkland
53f474cddabfaee4dc887567,Stephan van Staden
560175f145cedb3395e5a417,Cristiano Calcagno
53f430fbdabfaeb22f435e19,Bertrand Meyer
53f8467cdabfae92b411c5df,Frederic P. Miller
540fce40dabfae450f4a6981,Agnes F. Vandome
54055b62dabfae92b41c9005,John McBrewster
53f4367cdabfaedce552fcda,Roychoudhury Promila
53f4468cdabfaec09f1c9ca1,Sures Kumar Thoddu Srinivasan
548931d7dabfae9b40134842,Prosenjit Bose
53f43785dabfaeb22f47b975,Juan Antonio Espigares
53f43407dabfaeb1a7bdd2e6, INTR Staff
53f43ca8dabfaefedbafd54a,Richard Hickey
5441091cdabfae805a721bb7,JÃ¼rgen MÃ¼ller
5487ec66dabfae8a11fb3eb2,Bruce Fischl
560175f345cedb3395e5a447,Mark Jenkinson
53f7b38cdabfae7f97a247d7,Christian F Beckmann
5614ccbb45ce1e59634fb37d,Timothy E J Behrens
53f4341cdabfaedd74d8a394,Mark W Woolrich
53f82bdbdabfae9060b1339b,Stephen M Smith
53f810a4dabfae90ec13f8da,Dirk Helbing
53f4326fdabfaec22ba58f23,Steven Bishop
548d0030dabfaed7b5fa47b3,Paul Lukowicz
53f42bfcdabfaeb22f3f2e96,Julian Vogels
53f46a41dabfaedd74e7945f,Cornelius PÃ¶pel
53f4360cdabfaee0d9b623b9,Claudia Linnhoff-Popien
53f7b6e5dabfae9060adfe36,George Demiris
53f45f15dabfaefedbb6e20d,Timothy B. Patrick
53f55c6bdabfae4ebaf8045c,Joyce A. Mitchell
53f43167dabfaeb1a7bbe369,Steven E. Waldren
5434bf3fdabfaebba585fc8c,Helen Meyer
53f7a59adabfae92b40d1f14,Gene Franklin
560175f445cedb3395e5a471,"Atherton, D."
560175f445cedb3395e5a474,"Shaw, L."
53f42d50dabfaeb1a7b8a149,Pablo Trinidad
54876ec4dabfae9b401346ca,Antonio Ruiz CortÃ©s
53f42c5fdabfaedf435075a0,Sergio Segura
53f32548dabfae9a8446d9b8,Hans-rÃ¼diger Pfister
53f470a2dabfaec09f267551,John â€œJRâ€ Robeck
53f4385edabfaee02acdcb5a,Cassidy Curtis
5433a63bdabfaeb4c6ac59ae,Carl Rosendahl
53f4d17cdabfaeedd677f167,Julie Haddon
53f436dcdabfaeb22f4759d6,Linda Lum
53f45de3dabfaee4dc82d855,Cathy Nelson
53f461e2dabfaee02ad8236d,Dennis Carnahan
53f45147dabfaeecd69d7d82,Lars Magnus Holmgren
53f55ee7dabfae5308f8045b,Geppino Pucci
53f45c56dabfaee02ad6e8c4,Sergi JordÃ 
53f42fd2dabfaedf435353c1,Barry Liner
53f44769dabfaee1c0af07bd,Henry Munson
53f4bc70dabfaeda9a77b475,Ian Horrocks
53f433c2dabfaedf43565436,I Maisky
560175f745cedb3395e5a51e,Bruce J. Hillman
53f44d14dabfaec09f1e3380,Arne Bartels
53f46f20dabfaedd74e8c41b,Simon Steinmeyer
53f45084dabfaee02ad41e61,Stefan Brosig
53f36afadabfae4b349abd09,Carsten Spichalsky
53f3a27adabfae4b34ac2dbd,J. H. Harless
53f430eedabfaee43ebf2dd7,Alexander Frank
53f433f5dabfaee4dc76b071,Rainer Stotzka
53f42b77dabfaedf434f8852,Thomas Jejkal
53f36148dabfae4b349873c8,Volker Hartmann
54089bd3dabfae92b424ce5b,Michael Sutter
53f4caf7dabfaee578780700,Nicole V. Ruiter
562cf02e45cedb3398d0aa16,Michael Zapf
53f459f4dabfaeb22f50e923,Dorothee Wilms
53f37e0cdabfae4b349ecc87,Sergio Areias
53f466a7dabfaee4dc84f2ef,Daniela Carneiro da Cruz
5485d8e7dabfae8a11fb2c62,Pedro Rangel Henriques
53f7d8a1dabfae9060aef56c,Karl Rihaczek
53f38f7ddabfae4b34a4c43f,Christoph F.-J. Goetz
54337ba9dabfaeb542189a2d,Franz Rothlauf
5485df36dabfae8a11fb2ce1,Armin Heinzl
5410c19adabfae44f08db888,Eric Nyberg
53f4cc5adabfaeebdaf80e1e,Rita Mccardell Doerr
53f64ecedabfae0633f16575,Donna Gates
5487d0f9dabfae8a11fb3dbd,Sergei Nirenburg
53f45001dabfaefedbb38d77,Marcus Kracht
53f4722edabfaeee22a7f64d,Paul A. Longley
53f42d77dabfaec09f115bf9,David J. Maguire
53f43e84dabfaedd74dd9591,Junichiro Makino
53f4419fdabfaee02ad0a059,Tommy R. Jensen
54872375dabfae9b40134250,Bart Preneel
53f43776dabfaee0d9b6e75b,Masa Inakage
53f3822cdabfae4b349fc3f3,W. Mache
540936f7dabfae8faa6758a7,A. S. Fraenkel
53f43a7cdabfaedd74dc763a,Marc Rettig
53f46aaadabfaec09f250739,Keith Nesson
53f457d6dabfaeee22a39698,Wesley Hein
53f4394cdabfaeb22f48cf9d,Suzanne Datz
53f44d5bdabfaedf435e82a6,Bill T. Jones
53f45470dabfaefedbb49727,Paul Kaiser
53f4735bdabfaedd74e9ccf4,Shelley Eshkar
53f436badabfaec09f17ff4d,Michael Girard
53f44a12dabfaefedbb22b58,Susan Amkraut
53f44faddabfaedf435f0ee4,Gregory P. Garvey
53f4cc68dabfaeebd8f80e81,Santi Fort
53f44df7dabfaeb22f4dee29,Tanel Tammet
53f391ecdabfae4b34a5a3ad,Henri Boucher
53f45b85dabfaee2a1d87119,Yvonne Dittrich
53f472c7dabfaefedbb9f9b3,Bill Hibbard
53f4cc56dabfaeebdcf80db9,Edward Zajec
53f42ac1dabfaeb2acfbdcfd,Kazuto Kamiyama
54083a1adabfae8faa634c80,Hiroyuki Kajimoto
53f42e34dabfaeb22f4130f2,Kevin Vlack
53f45269dabfaefedbb42108,Naoki Kawakami
53f43d1cdabfaec09f1b2e97,Terukazu Mizota
53f46015dabfaefedbb7125d,Susumu Tachi
53f43018dabfaeb22f42a3cf,Simon Gog
53f42cfadabfaedf43510fe2,Martin Bader
53f42c6edabfaedd74d2898b,Enno Ohlebusch
56069aca45cedb33968e6648,Fabian Abel
54409822dabfae7d84b8932b,Nicola Henze
5601760445cedb3395e5a857,Daniel Krause
53f3a118dabfae4b34aba848,Lusong Li
5601760445cedb3395e5a85d,Tao Mei
53f4705edabfaee02adbbd4b,Chris Liu
53f49ab3dabfaee0d9c7556a,Xian-Sheng Hua
53f45c8ddabfaeb22f517906,Coke Ferreiro
53f429cfdabfaeb2acfb8c9b,Alli Sadegiani
53f47ee9dabfae9126cc522c,Jerry R. Hobbs
53f44074dabfaee0d9ba1c75,Marc Yates
53f642d9dabfaed4d90f3dc1,Paul Gray
54858be3dabfae9b401337d7,Diomidis Spinellis
5601760445cedb3395e5a872,Mark Bernstein
53f4429edabfaeee229eaecf,Stacey Mason
54342011dabfaebba5844708,S. Jagannathan
54329f73dabfaeb5421612ed,G. Galan
53f47686dabfaee02add4bf3,Keisuke Itou
53f45d17dabfaee0d9c0c369,Bobo Nick
5408bc7cdabfae44f0881671,Brigitte Rockstroh
5626a04745ce1e596547dafc,Astrid Steffen
53f43adadabfaee43ec5b033,Friedemann W. Nerdinger
53f42bd4dabfaedf434febbe,Gerhard Kleining
53f4369bdabfaedd74da26e2,Juri Kropotov
53f43de8dabfaeb22f4a9058,P. Ramat
54057888dabfae91d3fe730e,Sonja J. Prohaska
53f48a96dabfaeb1a7cd1cc5,Peter F. Stadler
53f42d40dabfaee02ac5f15f,Karl-Heinrich Wulf
53f4361adabfaedf4357d672,Jerome E. Dobson
53f45dbedabfaee0d9c0e7c1,Peter F. Fisher
53f7f9c1dabfae7f97a38ebc,Alois Potton
53f44a37dabfaee4dc7e0bed,Hagen Schempf
53f42adddabfaeb22f3de12e,Edward Mutschler
53f44ab4dabfaeecd69be305,Vitaly Goltsberg
53f43616dabfaedf4357d418,William Crowley
53f44357dabfaee43ec71e32,Christian Fischer
5601760645cedb3395e5a88d,Robert Winter
53f4547bdabfaeecd69e41be,Gene Kan
53f458e5dabfaee4dc81bc6e,C. Genillard
53f437b0dabfaedce553b065,Mario Zuehlke
53f7ba9cdabfae9060ae1f26,Hartmut KÃ¶nig
5601760f45cedb3395e5a985,Isaac Levi
53f43400dabfaec09f165f16,Anna Wu
53f42698dabfaeb22f3c6688,Xiaolong Zhang
5429da48dabfaec7081c076e,Wei Zhang
544841fcdabfae87b7df6cee,Torben Weis
53f44855dabfaefedbb1beb6,Sebastian Holzapfel
53f556d6dabfae963d25e26f,Kathy Ryall
53f42e53dabfaedf43523106,Scott Saobing Chen
53f42cd2dabfaee02ac58bdf,Ramesh A. Gopinath
53f3b398dabfae4b34b2ab36,G.W. McLean
53f42e48dabfaedce54d11a1,Tom Minka
53f38252dabfae4b349fd1a2,John M. Winn
53f43c11dabfaedf435b3388,T. DeWitt
540540f2dabfae8faa5b8f89,Steve Vestal
53f477c6dabfaefedbbb31e9,Ruben Viegas
53f42cc6dabfaeb22f3ff53a,Francisco Azevedo
53f582cadabfaeaa97f8045b,Chris Olston
5601763845cedb3395e5adab,Allison Woodruff
53f45ceddabfaee1c0b454ed,Alexander Aiken
5601763845cedb3395e5adae,Michael Chu
53f4661fdabfaee02ad9382c,Vuk Ercegovac
5434baeedabfaebba585cd46,Mark Lin
53f3954edabfae4b34a6e57a,Mybrid Spalding
53f43600dabfaedce552bb22,Michael Stonebraker
53f467a3dabfaee02ad99bfb,George M. Nadeau
53f44d59dabfaee0d9bcfd6d,Ian Quinn
53f42c78dabfaee0d9aef4c2,Jay N. Cohn
53f44bc3dabfaee02ad2ec03, IEEE Expert staff
5448c1c1dabfae87b7e746a3,Olav W. Bertelsen
540582a8dabfae91d3feb62f,Susanne BÃ¸dker
53f450d3dabfaee4dc7fb8ed,Christiane Floyd
53f46169dabfaec09f22c10d,Detlef Sieling
53f45407dabfaee02ad4fdf0,Ton Kloks
548a52a0dabfae8a11fb49ad,Dieter Kratsch
53f4d130dabfaef013f80e0d,Haiko MÃ¼ller
5601763845cedb3395e5adb1,Thomas Ehrhard
53f46db6dabfaee43ed13ae9,Wolfgang Bibel
5601763845cedb3395e5adb4,"Katagami, D."
5601763845cedb3395e5adb7,"Kotake, Masato"
5601763845cedb3395e5adba,"Nitta, K."
5601763945cedb3395e5adbd,Andrew Glassner
53f44cdbdabfaec09f1e2603,Hitoshi Akayama
53f477e8dabfaedf4368a537,John M. Maki
53f478badabfaefedbbb5fd1,John E. Wetzel
53f44c8cdabfaedd74e0744a,Wacharin Wichiramala
53f4698edabfaee4dc85ac0f,Atticus Wolrab
53f44c20dabfaee0d9bcb089,Takehiko Nagakura
5430ee8fdabfae8f2911bc94,Jun Oishi
53f43974dabfaec22ba9e343,Stefan Lindberg
53f43ec4dabfaedd74dd9f70,Mats Liljedahl
53f44eeedabfaec22bae98a5,Nyssim Lefford
53f4ce26dabfaeed23f81274,Till Nowak
53f45e60dabfaec09f221b7e,Maria Wiener
53f439b3dabfaee02ace93a6,Leszek Plichta
53f4acd0dabfaedce563e43f,Make Stern
53f38421dabfae4b34a07fe1,Jean-FranÃ§ois Bourrel
53f473a5dabfaedd74e9e17c,Roland Womack
53f43834dabfaeb22f482264,Stephen Venning
53f42814dabfaeb2acfb09ac,Paris Mavroidis
53f430a2dabfaedf4353fcd4,Johan F. Hoorn
53f45828dabfaee02ad5f8d4,William Loughborough
53f45b46dabfaedf4361d89f,Muhammad Raft
53f38cf3dabfae4b34a3c6b2,Kevin Knight
53f477f8dabfaefedbbb3d39,Tomasz Wiktor Wlodarczyk
53f4308ddabfaee2a1ca4d06,Baodong Jia
53f4625edabfaefedbb7925f,Laurentiu Cocanu
53f4b70bdabfaeb22f576f19,Mark A. Musen
53f42e46dabfaee4dc72546c,Cornelia Hedeler
54102ecfdabfae450f4daec6,Khalid Belhajjame
53f48180dabfaedf4368faaf,Norman W. Paton
53f4ce9cdabfaeedd277c064,Alessandro Campi
5408816adabfae450f422563,Alvaro A. A. Fernandes
53f42d30dabfaee1c0a30a68,Suzanne M. Embury
53f433efdabfaeb2ac03acd6,Malcolm Attard
53f46bf1dabfaeb22f5544d5,Matthew Montebello
5601764945cedb3395e5aeef,R. Burnett
53f39979dabfae4b34a89146,Isabel Beichl
53f47dd7dabfaee4dc8a74bf,O. Univ
53f45299dabfaefedbb42c0c,Peter Lugner
53f399b5dabfae4b34a8a930,Erstgutachten von Thomas Ertl
53f44e66dabfaec09f1e7fdb,Eduardo Tejada
53f450d5dabfaee4dc7fb96d,Simon Stegmaier
53f43428dabfaeb2ac03d5cf,Joachim Diepstraten
53f46457dabfaee02ad8c12c,Melanie Herschel
53f439f2dabfaec22baa1bf9,C. H. Lochmuller
53f46ee2dabfaeee22a733d6,Linda Kwai-Lin Lau
5406f0aedabfae450f3f8779,Rajeev Jain
53f432afdabfaeb1a7bceba2,Henry Samueli
53f43377dabfaeb1a7bd6c6e,Henry T. Nicholas III
53f42b23dabfaeb22f3e4056,Etan G. Cohen
53f482a0dabfaee43ed5ab63,Heinz Mistelbauer
53f4a6abdabfaedd74eb7df0,Yannis E. Ioannidis
53f43b77dabfaec09f1aefef,Diego Milano
5432edaadabfaeb54216b6b9,Hans-JÃ¶rg Schek
54862905dabfaed7b5fa27a3,Heiko Schuldt
5601764945cedb3395e5aef2,Akpene Esi Banini
53f451a1dabfaeee22a22711,Martin Rost
5601764945cedb3395e5aef5,Dirk Fox
53f32a06dabfae9a84487de5,Britta Alexandra Mester
53f45b58dabfaefedbb61c4b,Michael Ronellenfitsch
5601764a45cedb3395e5aef8,Dirk Fox
53f4d6b3dabfaef559f805a5,Ihr GrÃ¼ÃŸen
5601763d45cedb3395e5addf,"Demuth, H."
5601763d45cedb3395e5ade2,"Finnigan, R."
53f3930adabfae4b34a60aa5,Frederick Richter
53f807f6dabfae9060b08107,Robin Baumgarten
53f465f0dabfaefedbb86ddb,JÃ¼rgen SchÃ¼rmann
53f45cbddabfaee43ecd33de,Grant Ramsey
53f4bb7edabfaeda9977b494,Frank Puppe
54410eaddabfae805a723b64,Manfred Kerber
54093a68dabfae450f46cb2f,Christoph Weidenbach
53f4d0e8dabfaeedcf77e71f,John D. McGregor
5448a664dabfae87b7e5994c,Roy H. Campbell
53f44fc3dabfaee02ad3edda,Christof Klausecker
53f435b3dabfaec22ba7bb12,Dieter KranzlmÃ¼ller
53f46cc3dabfaedf4365e92e,Christoph von Praun
53f3a8d5dabfae4b34aea2e4,Katja KÃ¶tterheinrich
53f441cedabfaee43ec6f476,Marianne Pohl
53f434fedabfaeb22f465204,R. Eugene Ramsay
53f46efbdabfaeb22f557c11,John Mcgregor
53f45fa7dabfaec09f226035,Leonie SchÃ¤fer
53f4930edabfaeb15a77bbb6,Uta Pankoke-Babatz
5601764045cedb3395e5ae15,Wolfgang Prinz
53f4325adabfaedd74d7637b,A. Fatah gen. Schieck
53f3218adabfae9a84458e20,Amanda Oldroyd
53f64ecedabfae60e53e2f94,Andreas Mann
53f4d423dabfaeedd9781e23,Otto Spaniol
53f3b344dabfae4b34b28bb2,Thomas Vollmann
53f46258dabfaee2a1d9e9f4,Mark Brazas
53f47831dabfaec09f285263,Teodor Stepien
54893858dabfae9b40134869,John Nerbonne
53f42f4adabfaedce54ddd4a,William A. Kretzschmar Jr.
53f4ca2cdabfaee57c77f615,Nicolas Bissantz
53f4e135dabfaefae377b44a,Klaus R. Dittrich
53f446ecdabfaec09f1cb382,Peter C. Lockemann
53f43981dabfaec22ba9e8ab,Joachim W. Schmidt
5601764145cedb3395e5ae2d,Michael Benedikt
53f42cacdabfaedce54badef,Pierre Senellart
5405a952dabfae450f3c2bcb,Lance Fortnow
53f431c9dabfaee4dc7515a4,R. Inder
53f433e6dabfaeee229920b6,Justin Booth-Clibborn
53f46764dabfaedf4364a03d,Vasiliy Malakhov
53f42dabdabfaee02ac64ce5,C.L Dolph
53f43497dabfaee43ec1ebe4,J.S Howland
53f32b7fdabfae9a8448fea5,Crcile Pads
53f4481edabfaee1c0af37ac,Gerhard Weikum
54055a2fdabfae91d3fd878b,Kai Jakobs
53f4342ddabfaedce5519910,Cary Roberts
53f4594cdabfaee4dc81d6a1,Pascal Heus
562d52bb45cedb3398dc5175,Peter F. Patel-Schneider
53f4671bdabfaeee22a56233,Gerhard Goos
5406928cdabfae92b42138cd,Roy Szweda
5448a3c8dabfae87b7e560cf,John Heil
5601765245cedb3395e5afeb,J. R. Cannon
54068328dabfae44f083b1b3,C. Denson Hill
54845d54dabfaed7b5fa19ff,Helmut JÃ¼rgensen
53f42e94dabfaec22ba274e2,A. J. Broscoe
53f46ec8dabfaeee22a72dc7,Punyashloke Mishra
5601768245cedb3395e5b353,Kim Nguyen
53f42fe2dabfaeb22f427827,Blair Nonnecke
53f6390ddabfaead1c9bf11f,Jenny Preece
53f4808cdabfae963d25ab7c,Gary Marchionini
53f36da5dabfae4b349b5845,Robert Ziche
53f38fb8dabfae4b34a4d90a,Bruno Follet
53f380cbdabfae4b349f7304,Steven Churchill
53f46bf9dabfaedd74e80397,Tangerine Dream
53f446d0dabfaefedbb15f34,Craig S. Kaplan
53f438c2dabfaefedbadeef4,David H. Salesin
53f44563dabfaee02ad14da2,Stanley D. Brunn
53f437e0dabfaee2a1cf4193,Thomas R. Leinbach
53f45541dabfaefedbb4c795,Bobby Schnabel
5601768345cedb3395e5b365,Section Editor
53f44587dabfaeb22f4bc17f,Peter Raulefs
53f4ad07dabfaedce563e9bb,Philip Rubin
53f4319bdabfaee2a1cb2711,J. Presper Eckert
53f46cb8dabfaee2a1dc7fb8,Christos Tryfonas
53f46ba8dabfaee02ada9df7,James Schumacher
53f430eadabfaee1c0a6124a,Joe Armstrong
5601768445cedb3395e5b374,Anthony Ralston
53f48d04dabfaea7cd1d0ef9,Ben Shneiderman
53f4377edabfaedce5539226,Jussi Ã„ngeslevÃ¤
53f430aadabfaee43ebef8c1,Carson Reynolds
53f4c98edabfaee57c77e957,"Modhrain"", "
53f37e42dabfae4b349ed778,Salil Apte
53f425bedabfaeb22f3c175f,Matt Loper
53f43c74dabfaee43ec64f33,Pat McNally
53f79701dabfae92b40cacc3,Pew-Thian Yap
53f44741dabfaee43ec812b0,Raveendran Paramesran
53f7b4e1dabfae9060adee32,Richard Mateosian
53f42b9ddabfaeb22f3ec6db,Justin Henton
53f45733dabfaefedbb536e7,Shunmin Wang
5485fcc8dabfaed7b5fa269e,Shu-Cherng Fang
53f4313fdabfaee4dc74a8ee,Henry L. Nuttle
53f43a3edabfaec22baa502c,Leslie G. Valiant
53f4323cdabfaeb1a7bc910f,Thorsten Fleisch
53f43af1dabfaec09f1a90a6,Tony Radevski
53f4533ddabfaee43ecb0b3b,Shinji Sasada
53f42b89dabfaedd74d1a1f6,Kooj Chuhan
53f432b0dabfaedce5508d07,Tomas Salles
53f43569dabfaedce55268e8,David S. Weld
5601768545cedb3395e5b395,J Miller
54067f50dabfae8faa60a572,D. Schonberg
53f44630dabfaeb22f4beb9b,Emilia Londero
53f4326edabfaee0d9b3d312,Editorial
544080b4dabfae805a6c771b,David Clark
5601768d45cedb3395e5b40a,Andreas Bertsch
53f43871dabfaeb22f484805,Herbert Damker
53f39e01dabfae4b34aa7315,Hannes Federrath
53f43ed4dabfaedce5568484,Dogan Kesdogan
53f44efcdabfaee1c0b0f2d9,Michael J. Schneider
53f45de3dabfaedf43626644,Christian Diedrich
53f4cb8adabfaeeb11f80dac,Alexander Fay
53f43fa0dabfaec09f1b7ac0,Reinhard Budde
53f42da1dabfaeb22f40b73c,Mark Pollitt
53f7ce5fdabfae938c6de0a8,Peter Mertens
5447fa63dabfae87b7db9b49,Elisha P. Sacks
5631facf45cedb3399f7f6f1,Jon Doyle
53f42f03dabfaeb22f41d290,Jingchun Zhang
53f42fcbdabfaedce54e3bd9,Juan Zhao
53f3b23ddabfae4b34b23069,Wenting Cui
542a3469dabfae5346af94f4,Baojun Gao
53f440e6dabfaee2a1d241c8,Qiaojin Xing
54084640dabfae92b4238961,Jan Mendling
53f436fcdabfaeb22f476cba,JÃ¶rg M. Haake
5601768f45cedb3395e5b43a,Gerhard Schwabe
53f42b7cdabfaeb2acfcc5c6,Martin Wessner
53f47148dabfaec09f269c9e,Kohta Morie
53f44363dabfaeee229ec33b,Thomas N. Friemel
53f431d0dabfaeb22f4404b1,Michel Dorochevsky
53f43026dabfaee1c0a56e30,Kees Schuerman
53f42b43dabfaeb2acfc83ef,AndrÃ© VÃ©ron
53f448c2dabfaeee22a0112f,Jiyang Xu
53f43099dabfaee43ebeeac2,MICHAEL B. JACKSON
53f42e16dabfaee4dc722be3,MARK A. ELSE
53f42b7ddabfaedce54a7590,S.A Datwyler
53f436d8dabfaedce553318b,C.F Meares
53f63276dabfae3d5e9bf326,Alan Mislove
53f46581dabfaedd74e663f2,Andreas Haeberlen
53f45700dabfaedf4360ddaa,Ansley Post
53f46800dabfaeecd6a1341b,Peter Druschel
53f42c84dabfaeb1a7b7e011,HÃ©lÃ¨ne Kirchner
5433ead3dabfaebba582e02e,Max Bramer
53f46eccdabfaedd74e8b0a2,Deborah A. Frincke
548daf61dabfaed7b5fa4932,Gerhard Chroust
560176a145cedb3395e5b5cd,Carole A. Anderson
5601769045cedb3395e5b452,Yuk-Chiu Lau
5429c6eedabfaec7081b506e,Chang-Jiu Li
53f46b9adabfaeee22a672d2,Ghislain Montavon
53f7a59adabfae92b40d1f18,Gene Franklin
541011e7dabfae450f4ccacd,Wolfgang A. Halang
53f385b2dabfae4b34a115df,GÃ¼nter Hommel
53f485b0dabfaec09f2a93c5,Rudolf Lauber
53f431badabfaec09f14b6b0,Volker Claus
54083cf3dabfae44f08739a9,Reinhard Wilhelm
5408b97fdabfae44f088077f,Jon A. Solworth
53f43770dabfaee0d9b6e459,Bill Carlson
53f42e43dabfaee0d9b0871c,Chris Garrity
53f44963dabfaedd74dfa9eb,Cornelis W. Oosterlee
53f42de9dabfaee02ac67c45,Berthold Bein
5601768245cedb3395e5b350,Richard Taylor
54053c7adabfae8faa5b6722,David Redmiles
5440c7cfdabfae805a6f5d5c,Andrei Voronkov
53f477ccdabfaee43ed3a923,Franco Crivellari
53f42e98dabfaec22ba27876,Giorgio Maria Di Nunzio
53f42cdadabfaeb22f4009b0,Marco Dussin
53f42db2dabfaee0d9b00fba,Nicola Ferro
53f43811dabfaeb2ac062960,Eric Berberich
