review_id,paper_id,decision,review_text,author_id
C243gbt175mxt,53e9978db7602d9701f5254a,accepted,I recommend reading it,53f42cb1dabfaee2a1c714fc
G671yye174wnw,53e99796b7602d9701f5d11a,rejected,I do not recommend reading it,53f4635cdabfaeb22f530537
B976dkm469uzf,53e9978ab7602d9701f48483,accepted,Perfection,53f4581bdabfaeecd69f18c5
G620ltp882sla,53e9978ab7602d9701f4a76f,rejected,It was a waste of time,53f45397dabfaee1c0b2258e
F865pbn695git,53e9978db7602d9701f5062e,accepted,A brilliantly researched piece of work,53f46188dabfaeb22f529312
M276tjw931cfv,53e9978db7602d9701f5238a,rejected,"The topic is dealt with superficially, I was expecting something more",53f42d9ddabfaee2a1c7f6ac
Q732oss552mrt,53e99792b7602d9701f5461c,accepted,I was blown away by this paper,53f42fd2dabfaedf435353c1
I168gmi942pyd,53e99785b7602d9701f427e5,accepted,It is well worth reading,53f42deadabfaee43ebcbbd4
W735nhz233rkf,53e9978ab7602d9701f45c6b,accepted,It is well worth reading,53f4352bdabfaeecd6954ca2
Q298azh568hlt,53e99792b7602d9701f5706b,accepted,A brilliantly researched piece of work,53f42fdbdabfaee2a1c9bd9a
A374eiu045cad,53e99792b7602d9701f587f8,accepted,Perfection,53f3a3cedabfae4b34acb757
N715ofd360akf,53e997a2b7602d9701f777a9,accepted,A brilliantly researched piece of work,53f427d2dabfaeb22f3ccc48
V317kbu843yvq,53e997a6b7602d9701f792c7,accepted,I recommend reading it,54301b67dabfaeca69bc8645
N818kgz907idt,53e99785b7602d9701f414fa,accepted,I recommend reading it,53f42d84dabfaee02ac62b74
P320art742ilo,53e99785b7602d9701f43eef,accepted,It is well worth reading,542d8af3dabfae11fc47f8d6
L630owq429awe,53e9978ab7602d9701f4a0a0,accepted,Perfection,53f556d6dabfae963d25e26f
I816vgp347mux,53e9978db7602d9701f4f4c4,accepted,A brilliantly researched piece of work,53f46cc2dabfaee02adae2bb
F917has736dbw,53e9978eb7602d9701f52d12,accepted,Perfection,53f43679dabfaeb2ac0537e7
L832trg090nud,53e9979fb7602d9701f6ef98,accepted,Perfection,53f47730dabfaec09f281e10
K574wrh798jwc,53e9978ab7602d9701f45830,accepted,Perfection,53f4d63adabfaef461f810bc
V607qde537knd,53e99792b7602d9701f57f5a,rejected,I do not recommend reading it,53f444d2dabfaefedbb0eca1
E875twp940szj,53e99792b7602d9701f58aab,accepted,Perfection,53f45824dabfaeecd69f1ad8
P214bbe529hsp,53e99796b7602d9701f5cf9e,accepted,Perfection,53f45b3fdabfaeb22f513354
D151flk947vhu,53e9978ab7602d9701f47b49,rejected,I do not recommend reading it,53f32031dabfae9a8445162d
T647asq844pgi,53e9978ab7602d9701f4a046,accepted,Perfection,53f462f3dabfaeee22a46def
E948wrz968wyo,53e9978db7602d9701f4f828,accepted,A brilliantly researched piece of work,53f42f5cdabfaedd74d4fdf9
P638ojq835epe,53e9978db7602d9701f5099c,accepted,Perfection,53f42dc4dabfaee02ac65ec6
T489six351qpq,53e9978db7602d9701f50d6a,rejected,"The topic is dealt with superficially, I was expecting something more",53f4682ddabfaee02ad9be51
E657zph796oxn,53e99792b7602d9701f568a3,accepted,A brilliantly researched piece of work,53f38cdfdabfae4b34a3bf34
B961iks449yby,53e997a2b7602d9701f71673,rejected,It was a waste of time,53f7e274dabfae92b40eed18
M172zdl367jsv,53e9979fb7602d9701f6ef4e,accepted,It is well worth reading,53f473f8dabfaee4dc8842cc
E771oal032poe,53e997a2b7602d9701f71bb3,rejected,It was a waste of time,548808dadabfaed7b5fa3467
Q024gwl144vim,53e9978db7602d9701f4cce7,accepted,I was blown away by this paper,53f4600ddabfaeb22f523b04
R659ase236rpp,53e9978db7602d9701f5071c,accepted,A brilliantly researched piece of work,54302e46dabfaeca69bd2bca
L514kno140eto,53e99785b7602d9701f414b1,accepted,Perfection,53f438f9dabfaeb22f48a342
L102jem133ukw,53e9978eb7602d9701f52ec7,accepted,Perfection,53f42af3dabfaeb22f3dff1f
F514cde162ubs,53e9979eb7602d9701f6ca79,accepted,I recommend reading it,53f432dbdabfaee4dc75e843
Y491sox434jai,53e9979eb7602d9701f6e9f4,accepted,I recommend reading it,53f445a6dabfaec09f1c665c
N379exr015mqb,53e9979fb7602d9701f6f0bf,rejected,It was a waste of time,53f45b1adabfaee0d9c0594b
H123yyw135ovn,53e9979fb7602d9701f6efdf,rejected,It was a waste of time,53f438eedabfaec09f195876
I485umg755dfc,53e99785b7602d9701f43ec2,accepted,I recommend reading it,53f437b5dabfaeecd696af80
J836dtz098oer,53e9979bb7602d9701f66825,accepted,It is well worth reading,53f4308adabfaeb22f430229
F393qbe816vlk,53e9978ab7602d9701f4a33b,rejected,I did not like it,53f39716dabfae4b34a7938c
B776uvb733mcz,53e9979eb7602d9701f6c464,rejected,It was a waste of time,560178b745cedb3395e5db00
M910dpb396him,53e997a2b7602d9701f740a4,rejected,Awful,53f4320ddabfaedf4355197a
N445brh737pmq,53e997a2b7602d9701f74dc7,accepted,I was blown away by this paper,54093251dabfae450f469fa1
G983agn580aag,53e997a6b7602d9701f7bc4a,rejected,I did not like it,53f4523fdabfaefedbb41767
V608azd848fcb,53e99796b7602d9701f5e8d7,accepted,Perfection,53f4378ddabfaedce5539ae1
K199xsc619ytb,53e9979eb7602d9701f6e496,accepted,A brilliantly researched piece of work,53f322dddabfae9a84460560
E946utj162boi,53e997a2b7602d9701f74c38,accepted,I recommend reading it,53f4375adabfaeb2ac05b8ce
Q804xuw261iqp,53e997a2b7602d9701f77b51,accepted,I recommend reading it,53f42f15dabfaec09f12a30b
V992lhd496lvg,53e997a6b7602d9701f796a4,accepted,A brilliantly researched piece of work,53f46946dabfaee2a1dbab71
F075zfs654acv,53e997a6b7602d9701f7b19d,accepted,I recommend reading it,53f438f1dabfaee02ace2dc2
J323jbn691cku,53e99785b7602d9701f414c5,accepted,A brilliantly researched piece of work,53f43273dabfaeb22f448bda
T884tmj560mes,53e9978ab7602d9701f47303,rejected,"The topic is dealt with superficially, I was expecting something more",54480f13dabfae7b271ffd74
A173oqw682ugm,53e9978ab7602d9701f4cb6e,accepted,I was blown away by this paper,53f31d08dabfae9a8443ff3e
M892xlv304gpp,53e9978db7602d9701f509e1,accepted,It is well worth reading,53f43b0ddabfaee1c0acad75
V142fww319kig,53e9978eb7602d9701f52d45,accepted,Perfection,53f459ccdabfaee0d9c00f81
G383bsv920bwn,53e9979bb7602d9701f63b94,accepted,It is well worth reading,53f634b7dabfaeacbf9bf126
T320gef698dni,53e9979bb7602d9701f64c1a,accepted,It is well worth reading,53f446ecdabfaec09f1cb382
F643wmd541bzz,53e9979bb7602d9701f65489,accepted,A brilliantly researched piece of work,53f31ec9dabfae9a844498b9
P083oqi288cam,53e9979bb7602d9701f66d64,accepted,A brilliantly researched piece of work,53f43191dabfaee1c0a69e06
F170xep850soi,53e9979fb7602d9701f6fa61,accepted,I was blown away by this paper,53f42c93dabfaedce54b94ec
U706ydo874coo,53e997a2b7602d9701f74184,accepted,A brilliantly researched piece of work,53f4dd05dabfaef988f8045e
R483jpo568rxw,53e997a6b7602d9701f7b552,accepted,I was blown away by this paper,5448849fdabfae87b7e39472
K509ass032wkx,53e99785b7602d9701f405f6,accepted,Perfection,53f430a5dabfaedf4353fe38
K274wnp377umw,53e99785b7602d9701f4151f,accepted,Perfection,53f43f18dabfaee4dc7bd415
F059jpt785brz,53e9978ab7602d9701f47e4d,accepted,It is well worth reading,53f43300dabfaee2a1cc36f4
G782ere029rxi,53e9978db7602d9701f4d005,accepted,I recommend reading it,53f43283dabfaec09f155764
R095mht000min,53e99792b7602d9701f54466,rejected,I did not like it,53f7f1d3dabfae8faa4c6fa6
T513zop032wnt,53e9979bb7602d9701f67b56,accepted,It is well worth reading,54094c02dabfae8faa67e423
O842dcp927jiu,53e9979fb7602d9701f7021a,accepted,It is well worth reading,53f42f67dabfaeb22f421cd0
D165hpf352zsi,53e997a2b7602d9701f71674,accepted,It is well worth reading,5432fa5edabfaeb54217001c
S788kdc792thu,53e99784b7602d9701f3f64d,accepted,I recommend reading it,53f438f9dabfaeb22f48a342
C634lbj511bcm,53e99785b7602d9701f43fa2,accepted,I was blown away by this paper,53f43bc8dabfaefedbafb97d
L514odm863ksw,53e9978ab7602d9701f457b4,rejected,Awful,53f43b07dabfaee2a1d135f8
V533dpz921ngo,53e9978ab7602d9701f457f0,accepted,I was blown away by this paper,54872375dabfae9b40134250
R080mum241ddl,53e9978ab7602d9701f4a025,accepted,Perfection,53f47c38dabfaec09f291dfa
H633jii803xls,53e99792b7602d9701f5a361,accepted,A brilliantly researched piece of work,53f38e72dabfae4b34a454de
Y603jjl038kln,53e99796b7602d9701f5c837,rejected,Awful,5410c0dadabfae44f08db33a
L452xcy330tgo,53e9978ab7602d9701f45934,accepted,It is well worth reading,53f42db9dabfaee1c0a38147
N959sye318ugg,53e9978ab7602d9701f47d83,accepted,I was blown away by this paper,53f4ca3cdabfaeea6af806a6
G990peo066kuq,53e9978ab7602d9701f47da9,accepted,It is well worth reading,53f47ff6dabfaee4dc8adb48
F214vss975bsf,53e9978db7602d9701f4ec36,accepted,I recommend reading it,53f42a1edabfaeb2acfba3d3
H142lng253kde,53e9978db7602d9701f4f446,accepted,I recommend reading it,5487dc2edabfae8a11fb3e4c
Z139cco940awa,53e99792b7602d9701f54464,accepted,I was blown away by this paper,53f43a7adabfaee2a1d0d7ae
E042uor682bbd,53e99792b7602d9701f56a84,accepted,Perfection,53f42ce9dabfaeb1a7b845b9
L372rtw900wxj,53e9979bb7602d9701f68401,accepted,A brilliantly researched piece of work,548edc75dabfaef989f096d7
B173qee288ypv,53e9979fb7602d9701f6f08e,rejected,Awful,53f42d55dabfaee02ac603fe
A211shb914bxu,53e997a6b7602d9701f78c05,accepted,It is well worth reading,5440bc99dabfae805a6ee0c5
W562pda240nvl,53e997a6b7602d9701f7b2c2,accepted,I was blown away by this paper,53f42a3bdabfaeb2acfbab61
S155wbu772gpz,53e9978ab7602d9701f46c66,accepted,I was blown away by this paper,53f43b38dabfaeecd698dd7a
Q410lzm566uyz,53e9978ab7602d9701f49173,rejected,I do not recommend reading it,53f431c6dabfaee0d9b34b52
Y809pwz565xte,53e99792b7602d9701f58aa6,accepted,I was blown away by this paper,541062bedabfae92b427ba4b
R842ies808vpi,53e9979bb7602d9701f63a75,rejected,"The topic is dealt with superficially, I was expecting something more",56018a5a45cedb3395e6d51e
F585urt291kpc,53e9979bb7602d9701f68bad,accepted,I recommend reading it,53f4acf0dabfaecdfbf8045b
N664mez908xfs,53e9979fb7602d9701f6f779,accepted,Perfection,53f433a7dabfaee43ec13ee7
D145ecv912bsc,53e9979fb7602d9701f6fc03,rejected,"The topic is dealt with superficially, I was expecting something more",53f45872dabfaee1c0b357c1
M098ckq200pqv,53e997a2b7602d9701f74f41,accepted,I recommend reading it,53f473a5dabfaedd74e9e17c
H124zjf160iqg,53e99784b7602d9701f3f8c1,rejected,"The topic is dealt with superficially, I was expecting something more",53f43867dabfaedf4359268e
S076ljd712pll,53e99785b7602d9701f4054f,accepted,A brilliantly researched piece of work,53f438dfdabfaedd74db80ed
U071myj510jbu,53e99785b7602d9701f432b8,accepted,I recommend reading it,53f43c16dabfaedf435b3450
Z146xtf517cfg,53e9978ab7602d9701f457b2,accepted,I was blown away by this paper,53f373bcdabfae4b349ca713
R800ftt776dqh,53e9978db7602d9701f517be,accepted,I recommend reading it,53f46e6fdabfaee43ed1678d
O380nva813tfz,53e9978eb7602d9701f52dfa,accepted,A brilliantly researched piece of work,53f37329dabfae4b349c8014
L295igt292wok,53e99792b7602d9701f54bc8,accepted,I recommend reading it,53f454addabfaefedbb4a6be
R386zps864dtg,53e9979fb7602d9701f6efe9,accepted,Perfection,56017e8b45cedb3395e65178
F376vga552qwd,53e997a2b7602d9701f73f34,accepted,It is well worth reading,53f64247dabfaed4ff0f3cc2
N875jdb791gdw,53e997a2b7602d9701f77cfe,accepted,A brilliantly researched piece of work,53f35831dabfae4b349645a5
P246jpj421rkf,53e9978ab7602d9701f46698,accepted,I recommend reading it,53f448fddabfaee0d9bbdef2
I689xmw673rmc,53e99792b7602d9701f58aa7,accepted,It is well worth reading,53f431d3dabfaedf4354eb7e
W546pjj132oyi,53e99796b7602d9701f62329,accepted,A brilliantly researched piece of work,53f45c3fdabfaee02ad6e44a
H885tqo094dmd,53e9979bb7602d9701f63dc4,accepted,I was blown away by this paper,53f55ddbdabfae51c1f8045b
O503bfp595vlx,53e997a2b7602d9701f74b5c,accepted,A brilliantly researched piece of work,53f43529dabfaee2a1cdbd34
T818tef948ljr,53e997a6b7602d9701f7c662,accepted,I was blown away by this paper,53f427e4dabfaec09f0daaff
G332hza493uwf,53e99785b7602d9701f41b4c,accepted,A brilliantly researched piece of work,56017b9445cedb3395e612f5
T787rhl566pwe,53e9978ab7602d9701f49719,rejected,Awful,53f39756dabfae4b34a7af42
R671hit899lwd,53e9978ab7602d9701f4bc25,rejected,I do not recommend reading it,53f4630fdabfaefedbb7be27
Q035blw376lbk,53e9978db7602d9701f4d1b9,accepted,It is well worth reading,5448c1c1dabfae87b7e746a3
D609nxx892agv,53e99792b7602d9701f54bbc,accepted,Perfection,53f4395edabfaefedbae4c17
E757ugw413lfv,53e99792b7602d9701f58102,accepted,Perfection,53f477e3dabfaedf4368a3e4
R303vnq904has,53e9979eb7602d9701f6aa18,accepted,It is well worth reading,53f47e4fdabfaee2a1e015f7
O139fpj925ull,53e997a6b7602d9701f7b19f,accepted,Perfection,53f49d71dabfaebfa177b55a
M411ioz624agn,53e99784b7602d9701f3ffef,accepted,I recommend reading it,53f4339bdabfaec22ba65794
H679ehh962ytg,53e9978ab7602d9701f45998,accepted,It is well worth reading,53f42b82dabfaeb1a7b72ace
Q382lvg720ylq,53e9978ab7602d9701f47e17,rejected,It was a waste of time,548c783cdabfae8a11fb4b7e
G250rvy294rxl,53e9978db7602d9701f4d1b6,accepted,I was blown away by this paper,5408a4d6dabfae450f432436
H921mly182ikx,53e99792b7602d9701f54bb7,rejected,I do not recommend reading it,560c44c945cedb33974f30fa
V210gss614eqa,53e99796b7602d9701f5cfd4,accepted,It is well worth reading,53f42f00dabfaedf4352b854
E141kwo549rkw,53e9979bb7602d9701f64757,accepted,It is well worth reading,53f4363ddabfaee2a1ce59bf
B560ufk691tle,53e9979bb7602d9701f66653,accepted,A brilliantly researched piece of work,53f42d25dabfaedf435135a8
Z477qpi680rhh,53e9979bb7602d9701f6837e,accepted,Perfection,53f6350fdabfaee25cc71628
E336xft947sqq,53e99785b7602d9701f42fe8,accepted,A brilliantly researched piece of work,53f368a2dabfae4b349a34ac
H835fjt246bbu,53e9978ab7602d9701f47dcb,accepted,Perfection,53f4303adabfaedce54e942a
V880gsi074txa,53e99792b7602d9701f5ae0f,rejected,I do not recommend reading it,53f42e14dabfaee2a1c85656
C342kwn301zno,53e99796b7602d9701f5cfbd,accepted,I recommend reading it,5601796b45cedb3395e5e8ee
U538ban411aly,53e99796b7602d9701f62324,accepted,It is well worth reading,53f45f27dabfaeb22f520b15
S231afm435vcz,53e99796b7602d9701f628b5,accepted,It is well worth reading,53f437c5dabfaedd74dad391
Q131fbr665vzt,53e9979bb7602d9701f68be8,accepted,Perfection,53f367b6dabfae4b349a00dc
F110btw009pqc,53e997a2b7602d9701f75a84,rejected,Awful,53f7f9c1dabfae7f97a38ebc
U066gol885daz,53e997a2b7602d9701f770e2,accepted,I was blown away by this paper,53f42c3fdabfaec22ba063f6
B663nvc483ddj,53e997a6b7602d9701f7b140,accepted,It is well worth reading,54093ce5dabfae450f46e110
J444tws833bik,53e99784b7602d9701f3f965,rejected,Awful,53f4a46bdabfaedce5632c48
X320hjp467zyn,53e99785b7602d9701f42ebc,accepted,I was blown away by this paper,53f4371cdabfaedce553581a
C585urm359tcr,53e99785b7602d9701f441f3,accepted,I was blown away by this paper,53f4481fdabfaee4dc7d7efa
D941muc965nut,53e9978ab7602d9701f460cc,rejected,Awful,5601870445cedb3395e6906a
K511fbk028aiz,53e9978eb7602d9701f531cf,accepted,I was blown away by this paper,54056561dabfae91d3fddf9c
V456pcr116nfn,53e99792b7602d9701f5705b,rejected,"The topic is dealt with superficially, I was expecting something more",548824d6dabfaed7b5fa34f7
H144bdt393beg,53e99796b7602d9701f5c4fb,accepted,A brilliantly researched piece of work,53f43394dabfaee2a1cca10a
H592nph876kqf,53e9979bb7602d9701f645ed,accepted,I recommend reading it,53f49935dabfaedce5623d34
H978woz463dlx,53e9979bb7602d9701f67471,accepted,I recommend reading it,53f42dd0dabfaee4dc71f55f
S377ytu395nlw,53e9979eb7602d9701f6d702,accepted,I recommend reading it,53f4d598dabfaeedd7783445
W880cxo818fkp,53e9979eb7602d9701f6dbf1,rejected,It was a waste of time,53f436c9dabfaee02accd4fc
J391thb232sbk,53e9979eb7602d9701f6e8be,accepted,Perfection,56017bf645cedb3395e61c4c
F629irq316zfs,53e997a2b7602d9701f75a39,accepted,It is well worth reading,53f42cacdabfaedce54badef
X148rmk999fzp,53e99785b7602d9701f41658,accepted,It is well worth reading,53f7a28adabfae938c6c94f2
Z541djv644yzb,53e99785b7602d9701f43efe,rejected,I do not recommend reading it,56017e1d45cedb3395e647ea
D840ihk003otm,53e99785b7602d9701f43fa5,accepted,A brilliantly researched piece of work,53f42ceedabfaee1c0a2ce4d
S131zod268ubg,53e9978ab7602d9701f46510,accepted,It is well worth reading,53f492ecdabfaedd74eb4d36
X039rmw597gkw,53e9978ab7602d9701f46f7e,accepted,I recommend reading it,53f45b85dabfaee2a1d87119
O914gle664qry,53e9978ab7602d9701f47f40,accepted,I recommend reading it,53f42bb6dabfaedd74d1d508
H687xbs692lpc,53e9978ab7602d9701f47f80,rejected,It was a waste of time,53f46646dabfaee2a1dae27f
T547bky142plt,53e9978db7602d9701f4ce51,rejected,I do not recommend reading it,53f437f8dabfaedf4358e233
I523mzt304rzr,53e9978db7602d9701f4f820,rejected,Awful,53f44d0ddabfaee02ad34130
H856itl072jjo,53e9978db7602d9701f509ed,accepted,I was blown away by this paper,53f4525bdabfaee02ad495fd
P706fmk189sey,53e9978db7602d9701f50bb7,accepted,Perfection,53f4462cdabfaeecd69abb16
F363mhu992fvx,53e99792b7602d9701f56d4f,rejected,I did not like it,56017c0245cedb3395e61e0b
S612lut705vtt,53e99792b7602d9701f58284,accepted,I recommend reading it,53f43b0fdabfaee0d9b91e32
X630ict057ovy,53e99796b7602d9701f6232a,accepted,It is well worth reading,53f44ec1dabfaee0d9bd52bf
L271knz512uzy,53e99796b7602d9701f62639,rejected,I do not recommend reading it,53f46e46dabfaec09f25e97c
E918mxk095xwc,53e9979bb7602d9701f64f53,accepted,I recommend reading it,548a36a2dabfae9b4013506a
A004vdo478vsi,53e9979bb7602d9701f66550,accepted,Perfection,53f4af87dabfaedce5641da9
R934dxf099fag,53e9979bb7602d9701f66944,accepted,Perfection,53f7ee1ddabfae9467dc0c51
S442dzp511gmx,53e9979eb7602d9701f6a92b,accepted,I recommend reading it,53f432f6dabfaedd74d7cf90
Y459ezi868xwr,53e9979eb7602d9701f6b202,accepted,A brilliantly researched piece of work,54336b4ddabfaeb542187599
R423yqe047cac,53e9979eb7602d9701f6b38d,accepted,I recommend reading it,53f472fadabfaee4dc88008c
P713oev871nwg,53e9979eb7602d9701f6dd62,accepted,I was blown away by this paper,54853af2dabfae8a11fb26fd
E193twe778abz,53e9979fb7602d9701f705b8,rejected,It was a waste of time,53f47723dabfaee02add7208
Z396mht902ipa,53e997a2b7602d9701f71942,accepted,I recommend reading it,53f42ee2dabfaedce54d8d4a
X371tap884gin,53e997a2b7602d9701f72b42,accepted,A brilliantly researched piece of work,5406c3b3dabfae8faa621d38
N139wtt957hvm,53e997a2b7602d9701f74c5a,accepted,Perfection,53f43463dabfaedd74d8d52d
W548rjs733mcx,53e997a2b7602d9701f76392,rejected,Awful,53f43438dabfaeb22f45ca7a
V749ymu404wlf,53e997a2b7602d9701f77718,accepted,I was blown away by this paper,53f4520fdabfaee02ad48492
U904bjt898twz,53e9978ab7602d9701f45a7c,accepted,I was blown away by this paper,53f39ea6dabfae4b34aab3bd
X116wyg531hdn,53e9978ab7602d9701f4bcd8,rejected,"The topic is dealt with superficially, I was expecting something more",53f45315dabfaee02ad4c2c5
Y973peu718rqt,53e9978db7602d9701f4f82a,accepted,Perfection,53f4558edabfaefedbb4d8bb
S889bpb832vyc,53e9978db7602d9701f5069f,accepted,It is well worth reading,548cddf1dabfae9b40135558
R662mwz150fzi,53e99792b7602d9701f54bbd,accepted,I recommend reading it,53f78cbedabfae9467d9f9f8
T904sbj264ekd,53e99792b7602d9701f56d63,accepted,Perfection,53f428dfdabfaeb2acfb48d5
A199rqd380fcr,53e99796b7602d9701f5f225,accepted,Perfection,54093a68dabfae450f46cb2f
L384dlr967slv,53e9979bb7602d9701f692fb,accepted,Perfection,53f56493dabfae604ff8045b
M025pqa365sst,53e9979eb7602d9701f6db01,accepted,It is well worth reading,560187e445cedb3395e6b4ca
G743pmc171xte,53e9979fb7602d9701f70500,accepted,A brilliantly researched piece of work,5601775f45cedb3395e5c51a
H389asb804xfg,53e997a2b7602d9701f76784,accepted,Perfection,53f4ca76dabfaee57c77fb95
E187jsx976ppr,53e997a6b7602d9701f79c71,rejected,Awful,548e5da6dabfaef989f093a2
I275yha783tde,53e9978db7602d9701f4cce8,accepted,Perfection,5440c9b5dabfae805a6f6920
O960gap491zbz,53e9978db7602d9701f4f429,accepted,I recommend reading it,53f4727cdabfaefedbb9e7b4
Q245yvr853zdw,53e9978db7602d9701f4fb1e,rejected,I do not recommend reading it,53f4d0c9dabfaeedd277e6a7
O692wav865ikr,53e9978db7602d9701f51e61,accepted,A brilliantly researched piece of work,53f32444dabfae9a844680cd
M093tvr039cqj,53e99792b7602d9701f54462,accepted,It is well worth reading,54873bbfdabfae9b401343d3
V930hfp866myl,53e99792b7602d9701f5448e,accepted,I recommend reading it,53f39789dabfae4b34a7c2c6
O118mpu764knr,53e99792b7602d9701f54490,accepted,I was blown away by this paper,560187d845cedb3395e6b18a
D473xxc931spe,53e99792b7602d9701f58128,accepted,A brilliantly researched piece of work,53f43886dabfaec22ba951a2
Z653hoy770oku,53e99796b7602d9701f618bd,accepted,Perfection,53f42ba3dabfaedd74d1becc
N067mrd950dvj,53e99796b7602d9701f616de,accepted,A brilliantly researched piece of work,53f46619dabfaee4dc84cdde
G928pxr345meg,53e99796b7602d9701f6232b,accepted,A brilliantly researched piece of work,53f44363dabfaeee229ec33b
Z192kcf444gzq,53e9979bb7602d9701f66943,rejected,I do not recommend reading it,54302246dabfaeca69bcc428
X525yfq524ofr,53e9979bb7602d9701f67c12,accepted,I was blown away by this paper,56018a7445cedb3395e6d853
P818olt707esc,53e9979eb7602d9701f6a97d,rejected,I did not like it,5631f9ca45cedb3399f7c156
T476kak638qid,53e9979eb7602d9701f6e8bd,accepted,It is well worth reading,53f42ce7dabfaec09f10ddb9
W064feu630nlb,53e9979fb7602d9701f71521,accepted,I was blown away by this paper,53f44ea1dabfaeee22a172d5
K541akr698qck,53e997a2b7602d9701f720d8,accepted,I recommend reading it,53f42b9ddabfaec22b9fbc69
C299ixs088anv,53e997a6b7602d9701f7b57c,accepted,A brilliantly researched piece of work,53f46fe4dabfaeee22a770f3
X833otx978ndj,53e9978ab7602d9701f4581a,accepted,I was blown away by this paper,53f4d574dabfaeedd67838ce
H752mbq223ofv,53e9978ab7602d9701f460a0,accepted,I was blown away by this paper,53f460bcdabfaec09f229ac9
X428ynt305fgz,53e9978ab7602d9701f4671b,rejected,I did not like it,53f42984dabfaec22b9e49d9
