id,title,year,type,publication
53e9979bb7602d9701f67b56,Digitaria sanguinalis,1962,ShortPaper,1
53e9979fb7602d9701f7021a,Backus' language,1962,Poster,1
53e997a2b7602d9701f71674,Better Computers,1962,Poster,1
53e99784b7602d9701f3f64d,Fortran,1963,Poster,1
53e99785b7602d9701f43fa2,Biography,1963,ShortPaper,1
53e9978ab7602d9701f457b4,COMIT,1963,DemoPaper,0
53e9978ab7602d9701f457f0,COBOL,1963,ShortPaper,1
53e9978ab7602d9701f4a025,NELIAC,1963,FullPaper,1
53e99792b7602d9701f5a361,PREFACE:,1963,FullPaper,1
53e99796b7602d9701f5c837,Glossary construction,1963,DemoPaper,0
53e9978ab7602d9701f45934,Correction,1964,ShortPaper,1
53e9978ab7602d9701f47d83,Autosate,1964,Poster,1
53e9978ab7602d9701f47da9,Algorithms,1964,FullPaper,1
53e9978db7602d9701f4ec36,Kybernetik,1964,Poster,1
53e9978db7602d9701f4f446,Hurrah!,1964,Poster,1
53e99792b7602d9701f54464,SLIP,1964,ShortPaper,1
53e99792b7602d9701f56a84,Reply,1964,Poster,1
53e9979bb7602d9701f68401,Data retrieval,1964,FullPaper,1
53e9979fb7602d9701f6f08e,Book Reviews,1964,DemoPaper,0
53e997a6b7602d9701f78c05,Computer Education,1964,Poster,1
53e997a6b7602d9701f7b2c2,Boolean algebroids.,1964,FullPaper,1
53e9978ab7602d9701f46c66,Crosswords,1965,Poster,1
53e9978ab7602d9701f49173,Acknowledgements,1965,DemoPaper,0
53e99792b7602d9701f58aa6,Produktplanung,1965,ShortPaper,1
53e9979bb7602d9701f63a75,Efficient autocorrelation,1965,DemoPaper,0
53e9979bb7602d9701f68bad,Elektronische Zuordner,1965,Poster,1
53e9979fb7602d9701f6f779,Boundary networks,1965,FullPaper,1
53e9979fb7602d9701f6fc03,Backtrack Programming,1965,DemoPaper,0
53e997a2b7602d9701f74f41,Character Recognition,1965,ShortPaper,1
53e99784b7602d9701f3f8c1,Foreword,1966,DemoPaper,0
53e99785b7602d9701f4054f,Geography,1966,ShortPaper,1
53e99785b7602d9701f432b8,Entgegnung,1966,FullPaper,1
53e9978ab7602d9701f457b2,CONVERT,1966,ShortPaper,1
53e9978db7602d9701f517be,Welcome.,1966,FullPaper,1
53e9978eb7602d9701f52dfa,Tagungsbericht,1966,Poster,1
53e99792b7602d9701f54bc8,Sophistication,1966,Poster,1
53e9979fb7602d9701f6efe9,Book reviews.,1966,FullPaper,1
53e997a2b7602d9701f73f34,Computer Simulation,1966,ShortPaper,1
53e997a2b7602d9701f77cfe,Connexive Implication,1966,FullPaper,1
53e9978ab7602d9701f46698,Contrariety.,1967,Poster,1
53e99792b7602d9701f58aa7,Postprocessor,1967,ShortPaper,1
53e99796b7602d9701f62329,Generalized Superposition,1967,ShortPaper,1
53e9979bb7602d9701f63dc4,EDITORIAL ANNOUNCEMENT:,1967,ShortPaper,1
53e997a2b7602d9701f74b5c,Chebyshev quadrature,1967,Poster,1
53e997a6b7602d9701f7c662,Additional references,1967,FullPaper,1
53e99785b7602d9701f41b4c,data,1968,ShortPaper,1
53e9978ab7602d9701f49719,Appendices,1968,DemoPaper,0
53e9978ab7602d9701f4bc25,Letters.,1968,DemoPaper,0
53e9978db7602d9701f4d1b9,MISCELLANY,1968,Poster,1
53e99792b7602d9701f54bbc,Scanning],1968,FullPaper,1
53e99792b7602d9701f58102,Perspectives.,1968,Poster,1
53e9979eb7602d9701f6aa18,Equational logic.,1968,ShortPaper,1
53e997a6b7602d9701f7b19f,Boolean Analyzer,1968,Poster,1
53e99784b7602d9701f3ffef,Forum,1969,ShortPaper,1
53e9978ab7602d9701f45998,Copyright],1969,ShortPaper,1
53e9978ab7602d9701f47e17,Awards.,1969,DemoPaper,0
53e9978db7602d9701f4d1b6,Miscellany,1969,ShortPaper,1
53e99792b7602d9701f54bb7,Skteches,1969,DemoPaper,0
53e99796b7602d9701f5cfd4,Generic Embeddings,1969,FullPaper,1
53e9979bb7602d9701f64757,Event Classification,1969,FullPaper,1
53e9979bb7602d9701f66653,Diskontinuierliche Konstituenten,1969,Poster,1
53e9979bb7602d9701f6837e,Discourse Referents.,1969,FullPaper,1
53e99785b7602d9701f42fe8,Erratum,1970,Poster,1
53e9978ab7602d9701f47dcb,Acknowledgments.,1970,ShortPaper,1
53e99792b7602d9701f5ae0f,You.,1970,DemoPaper,0
53e99796b7602d9701f5cfbd,GUEST EDITORIAL,1970,ShortPaper,1
53e99796b7602d9701f62324,Generable Sets,1970,FullPaper,1
53e99796b7602d9701f628b5,Generalized reals.,1970,Poster,1
53e9979bb7602d9701f68be8,Fuzzy Algorithms,1970,FullPaper,1
53e997a2b7602d9701f75a84,Classification Problems,1970,DemoPaper,0
53e997a2b7602d9701f770e2,Computer Networks,1970,Poster,1
53e997a6b7602d9701f7b140,Bayes-Automaten,1970,ShortPaper,1
53e99784b7602d9701f3f965,Flocoder,1971,DemoPaper,0
53e99785b7602d9701f42ebc,Errata.,1971,Poster,1
53e99785b7602d9701f441f3,BASYS,1971,Poster,1
53e9978ab7602d9701f460cc,Calender,1971,DemoPaper,0
53e9978eb7602d9701f531cf,Trees,1971,FullPaper,1
53e99792b7602d9701f5705b,Rezensionen,1971,DemoPaper,0
53e99796b7602d9701f5c4fb,AMTRAN 70,1971,FullPaper,1
53e9979bb7602d9701f645ed,Effective cooperation],1971,ShortPaper,1
53e9979bb7602d9701f67471,Display procedures,1971,FullPaper,1
53e9979eb7602d9701f6d702,Character Blurring,1971,Poster,1
53e9979eb7602d9701f6dbf1,Computer animation,1971,DemoPaper,0
53e9979eb7602d9701f6e8be,Binary summation,1971,Poster,1
53e997a2b7602d9701f75a39,Cryogenic programming,1971,Poster,1
53e99785b7602d9701f41658,Documentation,1972,Poster,1
53e99785b7602d9701f43efe,Books,1972,DemoPaper,0
53e99785b7602d9701f43fa5,Buchbesprechung,1972,FullPaper,1
53e9978ab7602d9701f46510,Chess,1972,ShortPaper,1
53e9978ab7602d9701f46f7e,Correspondence:,1972,FullPaper,1
53e9978ab7602d9701f47f40,Acknowledgment,1972,Poster,1
53e9978ab7602d9701f47f80,Announcements,1972,DemoPaper,0
53e9978db7602d9701f4ce51,Modularity,1972,DemoPaper,0
53e9978db7602d9701f4f820,Hierarchies,1972,DemoPaper,0
53e9978db7602d9701f509ed,Inhibitionsfelder,1972,FullPaper,1
53e9978db7602d9701f50bb7,Informationssystem,1972,ShortPaper,1
53e99792b7602d9701f56d4f,Reliability,1972,DemoPaper,0
53e99792b7602d9701f58284,Publications.,1972,Poster,1
53e99796b7602d9701f6232a,Graph Structures,1972,Poster,1
53e99796b7602d9701f62639,Get smart?,1972,DemoPaper,0
53e9979bb7602d9701f64f53,ERIC diagnosis,1972,FullPaper,1
53e9979bb7602d9701f66550,Double hashing,1972,Poster,1
53e9979bb7602d9701f66944,Diagnostic Messages,1972,ShortPaper,1
53e9979eb7602d9701f6a92b,Equational Languages,1972,ShortPaper,1
53e9979eb7602d9701f6b202,Ecological problems,1972,Poster,1
53e9979eb7602d9701f6b38d,Effective Programming,1972,FullPaper,1
53e9979eb7602d9701f6dd62,Copeland Algebras,1972,ShortPaper,1
53e9979fb7602d9701f705b8,Balanced matrices,1972,DemoPaper,0
53e997a2b7602d9701f71942,Bibliographic coupling,1972,ShortPaper,1
53e997a2b7602d9701f72b42,Design Automation,1972,Poster,1
53e997a2b7602d9701f74c5a,Conference results,1972,ShortPaper,1
53e997a2b7602d9701f76392,Caveat Presentor,1972,DemoPaper,0
53e997a2b7602d9701f77718,Convex Languages,1972,ShortPaper,1
53e9978ab7602d9701f45a7c,Corrigenda,1973,Poster,1
53e9978ab7602d9701f4bcd8,Letter,1973,DemoPaper,0
53e9978db7602d9701f4f82a,Himmelbett,1973,Poster,1
53e9978db7602d9701f5069f,INTERLISP,1973,ShortPaper,1
53e99792b7602d9701f54bbd,Synchronisationsgraphen,1973,Poster,1
53e99792b7602d9701f56d63,Risko.,1973,FullPaper,1
53e99796b7602d9701f5f225,Forecasting techniques,1973,Poster,1
53e9979bb7602d9701f692fb,FORTRAN enhancement.,1973,ShortPaper,1
53e9979eb7602d9701f6db01,Computer architecture,1973,Poster,1
53e9979fb7602d9701f70500,Boolean Minimisation,1973,Poster,1
53e997a2b7602d9701f76784,Continuous Machines,1973,ShortPaper,1
53e997a6b7602d9701f79c71,Computer Communications,1973,DemoPaper,0
53e9978db7602d9701f4cce8,Mitteilungen.,1974,ShortPaper,1
53e9978db7602d9701f4f429,Hypercodes,1974,ShortPaper,1
53e9978db7602d9701f4fb1e,HELIUM,1974,DemoPaper,0
53e9978db7602d9701f51e61,Valediction.,1974,ShortPaper,1
53e99792b7602d9701f54462,Streaking.,1974,ShortPaper,1
53e99792b7602d9701f5448e,SOCRATES,1974,ShortPaper,1
53e99792b7602d9701f54490,Satisficing,1974,ShortPaper,1
53e99792b7602d9701f58128,Protection,1974,FullPaper,1
53e99796b7602d9701f618bd,Grundausbildung Informatik,1974,ShortPaper,1
53e99796b7602d9701f616de,Generalised logic.,1974,Poster,1
53e99796b7602d9701f6232b,Grammar Schemata,1974,FullPaper,1
53e9979bb7602d9701f66943,Database Map,1974,DemoPaper,0
53e9979bb7602d9701f67c12,Dol sequences,1974,FullPaper,1
53e9979eb7602d9701f6a97d,Extensible Languages,1974,DemoPaper,0
53e9979eb7602d9701f6e8bd,Buddy systems,1974,FullPaper,1
53e9979fb7602d9701f71521,Eigenschaften der von linearen Automaten erkennbaren Worte,1974,Poster,1
53e997a2b7602d9701f720d8,Diagram characterization,1974,FullPaper,1
53e997a6b7602d9701f7b57c,Attributed Translations,1974,Poster,1
53e9978ab7602d9701f4581a,Creativity.,1975,Poster,1
53e9978ab7602d9701f460a0,Concurrency,1975,Poster,1
53e9978ab7602d9701f4671b,Corrigendum,1975,DemoPaper,0
53e9978ab7602d9701f48049,Acknowledgement,1975,ShortPaper,1
53e9978ab7602d9701f47f3b,Announcement,1975,ShortPaper,1
53e9978ab7602d9701f4cb80,Microprocessors,1975,ShortPaper,1
53e9978db7602d9701f50c6f,Identity.,1975,Poster,1
53e99792b7602d9701f54b8e,Software,1975,Poster,1
53e99792b7602d9701f5826c,Protection.,1975,ShortPaper,1
53e99792b7602d9701f58290,Professionalism.,1975,FullPaper,1
53e99796b7602d9701f5c840,Geometric complexity,1975,ShortPaper,1
53e99796b7602d9701f5cf1c,Guest editorial.,1975,ShortPaper,1
53e99796b7602d9701f5ffa9,Hashing Functions,1975,FullPaper,1
53e9979bb7602d9701f64058,Erich Bukovics,1975,ShortPaper,1
53e9979bb7602d9701f63a8d,Emulator Architecture,1975,ShortPaper,1
53e9979bb7602d9701f64c0d,Electronic Disks,1975,Poster,1
53e9979bb7602d9701f67059,Decomposable orthologics.,1975,Poster,1
53e9979bb7602d9701f67cc8,Data Security,1975,Poster,1
53e9979eb7602d9701f6db39,Citation Analysis,1975,FullPaper,1
53e997a2b7602d9701f715b2,Biarc curves,1975,ShortPaper,1
53e997a2b7602d9701f74186,Character Sets,1975,FullPaper,1
53e997a2b7602d9701f74819,Canonical superlanguages,1975,FullPaper,1
53e997a2b7602d9701f75a7a,Concurrent Programs,1975,FullPaper,1
53e997a6b7602d9701f79e47,Concrete computability.,1975,DemoPaper,0
53e99784b7602d9701f3f65e,Fairytales,1976,Poster,1
53e99785b7602d9701f429bd,EDUCOM,1976,FullPaper,1
53e99785b7602d9701f442ea,Background,1976,DemoPaper,0
53e9978ab7602d9701f47a61,Chance,1976,DemoPaper,0
53e9978ab7602d9701f47df5,Alternation,1976,DemoPaper,0
53e9978ab7602d9701f4afea,Optimization,1976,FullPaper,1
53e9978ab7602d9701f4c214,Letters,1976,DemoPaper,0
53e9978db7602d9701f4d5ec,Metacompleteness.,1976,Poster,1
53e9978db7602d9701f5071b,Interfaces,1976,ShortPaper,1
53e9978eb7602d9701f52f0f,TYMNET,1976,Poster,1
53e99792b7602d9701f58105,Privacy.,1976,Poster,1
53e99792b7602d9701f58135,Powerdomains,1976,Poster,1
53e99792b7602d9701f5819a,Personware,1976,DemoPaper,0
53e99796b7602d9701f60ed6,Holographische Arbeitsspeicher,1976,Poster,1
53e99796b7602d9701f6187a,Generalized joins,1976,FullPaper,1
53e9979bb7602d9701f631b7,Derived things,1976,ShortPaper,1
53e9979bb7602d9701f660a5,Database Integrity,1976,DemoPaper,0
53e9979bb7602d9701f674bd,Discussion paper.,1976,ShortPaper,1
53e9979bb7602d9701f6993f,Format changes,1976,Poster,1
53e9979eb7602d9701f6c901,Educational systems,1976,Poster,1
53e9979eb7602d9701f6daf3,Computer Architecture,1976,ShortPaper,1
53e9979fb7602d9701f6efcd,Book reviews],1976,DemoPaper,0
53e997a2b7602d9701f72105,Diophantine complexity,1976,ShortPaper,1
53e997a2b7602d9701f7362f,Compressed tries,1976,Poster,1
53e997a2b7602d9701f7366b,Cascade Transformation,1976,Poster,1
53e997a2b7602d9701f73688,Common transversals,1976,FullPaper,1
53e997a2b7602d9701f73857,Copying Theorems,1976,DemoPaper,0
53e997a2b7602d9701f74e7d,Categoricity Regained,1976,Poster,1
53e997a2b7602d9701f75617,Computer outreach,1976,Poster,1
53e997a2b7602d9701f75d1c,Current Projects,1976,FullPaper,1
53e997a2b7602d9701f767bd,Combinatorial Merging,1976,ShortPaper,1
53e997a2b7602d9701f78085,Contingent identity,1976,FullPaper,1
53e997a2b7602d9701f78307,Code Generation,1976,DemoPaper,0
53e997a6b7602d9701f78af6,Computer Elements,1976,FullPaper,1
53e997a6b7602d9701f796cb,Compiler Construction,1976,DemoPaper,0
53e997a6b7602d9701f7b132,Bounded AFLs,1976,Poster,1
53e997a6b7602d9701f7b563,Adaptive testing,1976,FullPaper,1
53e99785b7602d9701f428d5,Erratum.,1977,ShortPaper,1
53e99785b7602d9701f42c6e,Education],1977,Poster,1
53e9978ab7602d9701f47dc7,Abstracts,1977,ShortPaper,1
53e9978ab7602d9701f47eec,Attention.,1977,Poster,1
53e9978ab7602d9701f4a095,News,1977,FullPaper,1
53e9978eb7602d9701f53490,Turfing,1977,FullPaper,1
53e99792b7602d9701f54bcf,Superconcentrators,1977,Poster,1
53e99792b7602d9701f569b1,Reflections,1977,DemoPaper,0
53e99792b7602d9701f57371,Rangzuordnungsprobleme,1977,ShortPaper,1
53e99792b7602d9701f5a94a,Progress.,1977,DemoPaper,0
53e99796b7602d9701f5c900,Gravitational clustering,1977,ShortPaper,1
53e99796b7602d9701f5d994,Fuzzy Maps,1977,Poster,1
53e99796b7602d9701f5df77,Functional Grammars,1977,DemoPaper,0
53e99796b7602d9701f602d0,Handcuffed designs,1977,Poster,1
53e99796b7602d9701f61cf5,Graph Grammars,1977,ShortPaper,1
53e99796b7602d9701f628b4,GRILLE RECONSTRUCTION,1977,Poster,1
53e9979bb7602d9701f62b2b,Geometric Probability,1977,ShortPaper,1
53e9979bb7602d9701f64755,ECCLESIASTICAL CRYPTOGRAPHY,1977,FullPaper,1
53e9979bb7602d9701f6548d,Database Design,1977,ShortPaper,1
53e9979bb7602d9701f65d97,Dimensional Flowcharting,1977,FullPaper,1
53e9979bb7602d9701f66844,Dynamic modeling,1977,DemoPaper,0
53e9979bb7602d9701f67bc0,Decision Spaces,1977,ShortPaper,1
53e9979eb7602d9701f6a217,EOL forms,1977,DemoPaper,0
53e9979eb7602d9701f6ad04,Electrochemistry Journals,1977,DemoPaper,0
53e9979eb7602d9701f6b0bd,Editorial Introduction,1977,ShortPaper,1
53e9979eb7602d9701f6d173,Excluding Regions,1977,FullPaper,1
53e9979fb7602d9701f70a86,Balancing games,1977,FullPaper,1
53e997a2b7602d9701f782f9,Conditional grammars,1977,Poster,1
53e997a2b7602d9701f7869e,Conversational HELP,1977,FullPaper,1
53e997a6b7602d9701f7bcfd,Alternating sequences,1977,ShortPaper,1
53e9978db7602d9701f4cb94,Mikroprogrammierung,1978,Poster,1
53e9978db7602d9701f4d1b5,Miscallany,1978,Poster,1
53e9978db7602d9701f4d1b8,Micellany,1978,FullPaper,1
53e9978db7602d9701f51f0f,Vision,1978,FullPaper,1
53e9978eb7602d9701f52d8a,Topoglyphs,1978,ShortPaper,1
53e99792b7602d9701f544b3,SIRE,1978,FullPaper,1
53e99796b7602d9701f5c91a,Generalized Connectors,1978,Poster,1
53e99796b7602d9701f5fc2b,Four paradoxes,1978,ShortPaper,1
53e99796b7602d9701f60e26,Hypergraphes arbores,1978,FullPaper,1
53e9979bb7602d9701f635a3,Fortran 77,1978,FullPaper,1
53e9979bb7602d9701f64756,ENCRYPTION CHALLENGE,1978,ShortPaper,1
53e9979bb7602d9701f66415,Dynamic Hashing,1978,FullPaper,1
53e9979bb7602d9701f66830,Database machines,1978,Poster,1
53e9979bb7602d9701f6687c,Database Modularity,1978,DemoPaper,0
53e9979bb7602d9701f674a2,Distributed Processing,1978,ShortPaper,1
53e9979bb7602d9701f67b87,Database Security,1978,ShortPaper,1
53e9979bb7602d9701f697d8,Functional combination,1978,Poster,1
53e9979eb7602d9701f6a18f,ET0L forms,1978,Poster,1
53e9979eb7602d9701f6d16e,EDV-Revision,1978,DemoPaper,0
53e9979fb7602d9701f6f43c,Business telecommunications,1978,FullPaper,1
53e9979fb7602d9701f6fc14,Believer project,1978,DemoPaper,0
53e997a2b7602d9701f7270e,Dangerous Behaviour,1978,DemoPaper,0
53e997a2b7602d9701f73ece,Character streams,1978,ShortPaper,1
53e997a2b7602d9701f767be,Capability Managers,1978,FullPaper,1
53e997a6b7602d9701f79902,Conversational coherency,1978,DemoPaper,0
53e997a6b7602d9701f79e40,CRYPTANALYSTS' CORNER,1978,ShortPaper,1
53e997a6b7602d9701f7b0ac,Automatische Zellbildanalyse,1978,FullPaper,1
53e9978ab7602d9701f4847c,Applications,1979,ShortPaper,1
53e9978ab7602d9701f4afe2,Operators,1979,DemoPaper,0
53e9978ab7602d9701f4bc2a,Lifting.,1979,ShortPaper,1
53e9978db7602d9701f4d493,Microfiches.,1979,DemoPaper,0
53e9978db7602d9701f4ccec,MININET.,1979,DemoPaper,0
53e9978db7602d9701f4d1a0,Mustererkennung,1979,DemoPaper,0
53e9978db7602d9701f4f466,Help!,1979,Poster,1
53e9978db7602d9701f5069a,Index.,1979,DemoPaper,0
53e9978db7602d9701f50a17,Indexing.,1979,Poster,1
53e9978db7602d9701f51e35,Virus.,1979,ShortPaper,1
53e9978db7602d9701f51e7f,Venus,1979,DemoPaper,0
53e99792b7602d9701f544f4,Space.,1979,DemoPaper,0
53e99792b7602d9701f5462c,Simulationstechnik,1979,DemoPaper,0
53e99792b7602d9701f547f0,Simulation.,1979,ShortPaper,1
53e99792b7602d9701f5774e,Relevance.,1979,FullPaper,1
53e99796b7602d9701f5ccaf,Galactic Dynamics,1979,DemoPaper,0
53e9979bb7602d9701f631e2,Digital troubleshooting,1979,DemoPaper,0
53e9979bb7602d9701f63268,Debugging Techniques,1979,Poster,1
53e99796b7602d9701f62b0a,Geolog Project,1979,Poster,1
53e9979bb7602d9701f66945,Data Metastructures,1979,Poster,1
53e9979eb7602d9701f6adc5,Editors introduction,1979,DemoPaper,0
53e9979eb7602d9701f6bf26,Electronic mail,1979,ShortPaper,1
53e9979eb7602d9701f6c944,Editorial statement,1979,DemoPaper,0
53e9979eb7602d9701f6e8df,Biological software,1979,FullPaper,1
53e997a2b7602d9701f73ef7,Circuit Switching,1979,FullPaper,1
53e997a2b7602d9701f73ff5,Communication Systems,1979,FullPaper,1
53e997a2b7602d9701f75b4d,Combinatorial polarization,1979,ShortPaper,1
53e997a2b7602d9701f782c9,Combination Generators,1979,ShortPaper,1
53e997a2b7602d9701f78327,Color groups,1979,DemoPaper,0
53e997a6b7602d9701f7c688,Authors Reply2,1979,DemoPaper,0
53e99784b7602d9701f3f8c3,Forward,1980,DemoPaper,0
53e99785b7602d9701f427b8,Eulogy,1980,Poster,1
53e99785b7602d9701f42c6f,Eradication,1980,Poster,1
53e9978ab7602d9701f46699,Calculemus.,1980,DemoPaper,0
53e9978ab7602d9701f471e3,Cybics.,1980,ShortPaper,1
53e9978ab7602d9701f47e7c,Acknowledgement..,1980,FullPaper,1
53e9978ab7602d9701f47d75,Anecdotes,1980,DemoPaper,0
53e9978ab7602d9701f4b2cd,Overview,1980,DemoPaper,0
53e9978ab7602d9701f4bf06,Languages,1980,ShortPaper,1
53e9978db7602d9701f4cb9d,MODLISP,1980,Poster,1
