editor_id,journal_id
LEC483fsn,539078f320f770854f5a8951
QQV782psn,53a7318e20f7420be8d4ce94
SQN968svk,539e77fd8314ff4cf4b57faa
WDV473hhe,5736af03d39c4f40a79811c6
TWJ682wbg,5482521d582fc50b5e0560ea
LFM380ake,539078ee20f770854f5a83f8
CTE195qtu,53e187ed20f7dfbc07e8e4fe
LKH985gkw,53a7308720f7420be8cf7d81
JQL554avd,555036b87cea80f95414c3bf
QLM134hpn,53a731b520f7420be8d5a1d2
NIS953vgs,555037a77cea80f954194996
VWN776ztm,58801a369ed5db225d59c314
OWV160qjb,53a7321220f7420be8d7830c
GTS642vqk,572dd004d39c4f4993448ec7
HFD515ldc,539078ee20f770854f5a8409
TUT474etl,53e1833120f7dfbc07e8c56d
JFW067kas,53a7269720f7420be8b7bd03
INX681gge,53a724b320f7420be8b37f4c
YIZ486kuc,53a72ec320f7420be8c99e21
HEG329xwu,555037c87cea80f9541998b3
LFO457ntv,53907c1720f770854f5ff327
MDN308mmx,55f9570ec35f4fb0d21cdae5
DSX757lhd,53a7319520f7420be8d50933
FPD915bzh,555036c27cea80f954152292
AKL791tzc,555036b47cea80f95414abd1
WLW161xez,53a7326420f7420be8d9354e
KUH225ifx,53a7327820f7420be8d99eef
KBT339pmd,53a7319320f7420be8d4fd78
FYK848cel,53e1809120f7dfbc07e8b3f7
KMH842fks,555036f67cea80f95416a9f4
VUY126opi,53a7294620f7420be8bcebd3
BNF032owr,53a727af20f7420be8b97f2c
NQH147vts,53a731e220f7420be8d68c8f
AQL669eel,53a72a4520f7420be8bf8d9b
ECG577iai,57d08c7c0a3ac5db4992dd6c
XBR918wyv,555037a17cea80f954193c76
GBJ298gwh,5390799420f770854f5c0f06
PZS551alb,555036cb7cea80f954157570
NLJ610kyr,539078f320f770854f5a88f3
MVD411txq,5390acc420f70186a0eb9ddc
QDD779uam,53a72acb20f7420be8c0d904
LXN485xml,53a7310b20f7420be8d1c829
XRB904vhx,53a731c620f7420be8d5ffae
ZYR115hnn,53a72a9120f7420be8c056af
RZB381vgg,555036be7cea80f95414fef1
NXO307qxc,5736ae3ad39c4f40a797600f
OYY040bws,53e17f6520f7dfbc07e8aca7
SOX306cqy,53907a7420f770854f5d4ab4
BFD575qxi,53a72cf320f7420be8c548d8
OBG175efa,53a7313c20f7420be8d2e1d4
RYV002kon,54825ad4582fc50b5e1557fe
XOY858mkj,555036e17cea80f954163356
GJH748gbx,555036ca7cea80f95415699e
FTW603sjt,555036c67cea80f95415461e
KFP352icv,555036f27cea80f95416865a
OOD911gen,555037917cea80f95418fdf1
EXG399cbq,539e72778314ff4cf49b3f5d
PKN332zqe,555036b67cea80f95414abfd
AXB089ybg,539078ee20f770854f5a840b
LZJ057dcb,53a72fd220f7420be8cc5f67
AAB586vgs,539078ef20f770854f5a844a
RAH686hig,53e1854520f7dfbc07e8d37b
HVJ829zzm,555036f67cea80f95416aa16
SQV759gdl,53a72a8520f7420be8c03eea
AYZ213aky,53a72a9120f7420be8c056af
ULC497faz,53a7255b20f7420be8b4c919
NFS983lyn,555036c47cea80f954153a42
BNS063gsb,539078f720f770854f5ab2fb
NXB839jel,539e7ce68314ff4cf4c670e0
EQA892fze,53a7311a20f7420be8d2260b
SXJ630yky,53a7256c20f7420be8b4f82a
JJV297nee,555036c07cea80f95415169d
LBF815fhl,53a72c9420f7420be8c48b79
OJU880kgz,539e76e18314ff4cf4b1399d
GYO559vdm,53a72d6120f7420be8c6352f
PWR154imw,53e1822a20f7dfbc07e8be77
ZBR644ytx,53e1815120f7dfbc07e8b8aa
ZLA375cpt,53a726b520f7420be8b7ec70
JCX017rlc,53a72e7b20f7420be8c8f8d3
KDC031rch,555036e77cea80f9541662bb
WZA344pxt,53a727eb20f7420be8ba18d5
PAT791gci,555036db7cea80f9541603df
ZEC728xox,539078f220f770854f5a886e
BYZ392vxn,53a7316e20f7420be8d41e8e
UVY856xer,53a7320d20f7420be8d76b93
ZWE821mlw,555036c07cea80f954150ad2
JSL860wrc,5390a75a20f70186a0e8db68
QPG205tyy,539e76e28314ff4cf4b1399e
VCJ043ynw,53a72c9420f7420be8c48b7d
JKE996kic,53a72cdb20f7420be8c50dd1
DMU217bvh,53907df520f770854f6106bd
FTU327dva,539ffbf8831432abcb6033b5
VYB105nwh,53a728e320f7420be8bbc4a9
ITQ689qxu,555036cb7cea80f95415756a
YGZ501xvy,53a7289a20f7420be8bb2ac3
NPD988bxi,53a72fb420f7420be8cbd290
XCE109sjx,53a72acb20f7420be8c0d905
VMA280fok,539e77b68314ff4cf4b46e27
ADJ606fhf,53a732c920f7420be8db5cde
ZFX230rzh,555036cb7cea80f954157562
UMM959vgx,5390797220f770854f5bb95f
SBR553xdi,53a7311f20f7420be8d23d86
OML593keb,53e184b020f7dfbc07e8cf71
MJC323fbd,53a72ac920f7420be8c0d8f2
HOB669fxg,53a72f9520f7420be8cb3a08
KFF876ttf,53a72dbf20f7420be8c72ca6
ATR636nue,555037547cea80f9541805e0
APS162eyt,539099c420f70186a0e1bc2f
PSG470jmv,53a72fc720f7420be8cc3073
KUV096smp,555036ee7cea80f9541662de
"NAY326cdw",54825fd3582fc50b5e1f7678
ZOK541jld,53a727eb20f7420be8ba18d7
DGQ715pik,555036f07cea80f954166eba
LIA979aqc,53a72ab420f7420be8c0a992
MLX922nvs,55f8cb99c35f4f6dfd415b83
EZS989djm,555037c87cea80f95419989b
UFV707usm,55fa8a16c35f4fb0d21d582a
PVM949ctt,53a730a420f7420be8cffe96
UBL740cow,53a725f020f7420be8b5e4e2
OMW701kpx,53a7325520f7420be8d8eedf
KJR247eng,53a728fc20f7420be8bc0b83
ORR903fiu,53a730ba20f7420be8d06833
XXQ798smn,53a72ae720f7420be8c10895
RDA610ylq,53a7271020f7420be8b8a9e9
UHH371kvp,539078f620f770854f5ab177
KUX117qxi,539090d920f70186a0de012d
ZYR030uug,53a72f7320f7420be8ca95bd
FSL526rlf,53a7288320f7420be8bafb66
CMI421odp,53a7296120f7420be8bd2701
UIK649lvp,53a7276220f7420be8b8cd8e
VDF550wsr,555036e37cea80f954164af5
GLW086rjp,53a728a420f7420be8bb426a
JBS028bbb,5390885420f70186a0d8e898
TJT401yqa,53a728e320f7420be8bbc4aa
SJH809una,53a72b1f20f7420be8c1a235
IZK034lqn,53a7299120f7420be8bdb4b3
CDW424vuz,53a7250d20f7420be8b43b7e
KBR843qba,555036cb7cea80f954157563
BSH114csg,53a7290420f7420be8bc1771
XDW588zxx,58a3b7fb9ed5db6f9e2fdba7
WTH422yiw,539ff916831432abcb57b1dc
MOW213win,555036de7cea80f954161ba9
IYR183api,53a7295320f7420be8bd0f3b
AGM326yuv,53a7256c20f7420be8b4f82b
QMF880vvn,5390799920f770854f5c0fcd
SPM725dvo,53a7279420f7420be8b93830
KSA412chd,5736ad6ed39c4f40a796a0ce
MGO058eph,53a72b1320f7420be8c18a7b
PRV788eqr,53a7304720f7420be8ce5831
WXC702vme,53a72a9620f7420be8c06e2e
WTJ793wpj,572dc724d39c4f4993401bf1
NMX000lid,539078fb20f770854f5ab632
DKL275hdf,53a7278720f7420be8b92c2a
SEY866lib,539078f320f770854f5a8976
TNH896qwa,53a72a8420f7420be8c03ee3
MEF569qet,555037ab7cea80f95419562f
QYF071ang,53a7304c20f7420be8ce7b5d
EBE063vss,539078f920f770854f5ab4ce
INP736gfv,5390797020f770854f5bb908
WYK891bor,53a7324620f7420be8d89cb6
UWU898esx,5550370f7cea80f954171247
VXI158udo,53a7237320f74fc8a8f32e0b
BAV853mdq,5390790320f770854f5adff6
NIB578fpc,555036b77cea80f95414b7e3
BMC160cph,555036bd7cea80f95414f310
IVD790nqw,53e1832b20f7dfbc07e8c546
ASW494rek,53a7295c20f7420be8bd1b2b
UQH282iim,539e78288314ff4cf4b6430f
UDR756nap,539ff061831432abcb3e2c51
ILL477cei,58c75a389ed5dba9165aff9f
FPQ996hua,555036f77cea80f95416b5e5
WII678ynd,548267b8582fc50b5e32e70f
UEU946rmz,55f9f1b6c35f4fb0d21d2327
IZM051oka,53a72d8a20f7420be8c693ac
QFE701psg,53a72a1f20f7420be8bf4659
SUH349ufm,53a72b0020f7420be8c14f7e
CML103tge,53a7306720f7420be8cef0af
JUQ692ryv,53e1898220f7dfbc07e8ef45
EPB177kwd,5390794720f770854f5b640a
MNZ295cjh,555037377cea80f95417a12c
XHB998jss,53a72ed320f7420be8c9cd41
OGS405qdh,53a724d920f7420be8b3c5dd
MXZ213tfo,555036e57cea80f9541656d9
HFY466hxg,555036e17cea80f95416335c
QYO973fxv,539078ee20f770854f5a83e7
OMT874rsw,555036c17cea80f954152275
QYQ878vln,53a72a5320f7420be8bfd430
IUS454jaq,53e17f6420f7dfbc07e8ac9d
PHL922ala,539e75bd8314ff4cf4aaa97f
TSN553bhk,53a7254220f7420be8b4a579
MUG432usd,539078f320f770854f5a896c
JQN626tba,5390793620f770854f5b5de6
BKO016ini,53a72f5c20f7420be8ca08e9
AYI890agk,53a7278920f7420be8b92c3a
SQY814zcz,5550370b7cea80f95416f984
TMA287xba,53a724cc20f7420be8b3ae48
HRV198zem,5736ae3bd39c4f40a797606d
QKC727dml,555036ca7cea80f9541569a3
UJT250ikf,555036d97cea80f95415f7fd
PNZ256rav,53e1892520f7dfbc07e8eccf
BZM627cmz,53a7324720f7420be8d8a872
YPS233pti,539ff3a0831432abcb481942
DSV301iij,53a7308720f7420be8cf7d82
DFX471fpt,555036ba7cea80f95414db5b
ZHS588phl,53a731d820f7420be8d65d92
VCV923gux,5390795f20f770854f5b8e1c
CYF358qes,555036ce7cea80f954158d22
NDS161ojb,53a72d0a20f7420be8c583cc
NQI638tue,555037b67cea80f954197096
KQX156ltt,53e183e020f7dfbc07e8c9ff
YLF999kwt,53a7319c20f7420be8d53821
IVU656cqe,53a7318920f7420be8d4b718
CCK643sws,53a726d620f7420be8b84af0
OOT787weh,53a7329a20f7420be8da5aaf
ZLS441zxk,539ff4a0831432abcb4a399f
RQY664ott,53a725d420f7420be8b5a99a
ORY469swu,555036f27cea80f954168669
TRX663oiy,53a7283420f7420be8babe95
VPL981efb,5736b00cd39c4f40a798de95
BSO486fqv,53a72f9d20f7420be8cb74a9
IZC500eac,53a7288c20f7420be8bb1302
HEM558kyi,555036f67cea80f95416aa09
EET197oxz,53a725bc20f7420be8b57a21
ICL491qzn,53a72ed320f7420be8c9cd40
LHA618glc,555036b57cea80f95414abd6
CFX597nch,53a727eb20f7420be8ba18d6
KYH303pvw,5390891820f70186a0d92226
WCG585kxt,555036f17cea80f954167a9c
ZTE519zyc,53a72c6620f7420be8c44ffe
BAV304yqr,53a7294b20f7420be8bcf79c
GXN282luc,53e184ec20f7dfbc07e8d102
RPF075xpz,5390798e20f770854f5be648
FTW163isz,53a7256d20f7420be8b4f82d
CPM005qiv,53a731f020f7420be8d6d303
AQO205ijg,539078f320f770854f5a8919
SLE541vii,53a7296a20f7420be8bd3e9e
SPA484pxe,53a7316f20f7420be8d41e8f
YGB418ipz,53e1807e20f7dfbc07e8b383
SAK908dbh,555037777cea80f954188e5d
TDP604byc,555036bf7cea80f954150abc
UJF557eqc,53a72d4920f7420be8c5fa31
FTL202xao,53a7286220f7420be8baeeba
TIU575knv,555036be7cea80f95414fefa
DVC364ntk,53a7306420f7420be8cee4f6
GNV024xip,53a727cc20f7420be8b9c621
UDN084lrn,53a7263920f7420be8b6c526
PKN108asz,5390799720f770854f5c0f75
FDE724sjh,557de61ef6678c77ea21e624
PQV260fiw,53e18c0920f7dfbc07e8ff23
LMD592rot,53a72e6820f7420be8c8bdec
NQX226qhh,5550377a7cea80f954189a9d
QQU518spb,53a7310820f7420be8d1bc69
JNR021hrf,555036cc7cea80f95415814b
UGZ586spx,53a7321320f7420be8d78ec6
NWI369lsc,555036de7cea80f954161b9c
FLR843dzn,5390794f20f770854f5b6553
JHQ160gxp,555036e47cea80f954164b04
QEQ935vfn,555036d97cea80f95415f807
AAD982fcp,53a7285720f7420be8baee63
ZSU536tmf,53a72dee20f7420be8c78b39
YTW914rzy,53a72a7220f7420be8c00f98
UTA939eey,5550375e7cea80f9541835c1
BMS617isu,53a72b9320f7420be8c29aa6
JPA587zvo,53a72c5620f7420be8c42c98
TYK558olr,53a731f620f7420be8d6ea84
LUD353msz,5390965420f70186a0df61ac
FGI302dpn,53a72f3520f7420be8c9cd74
JWA965dcv,5736ae63d39c4f40a797830f
SOR192zsd,555037cf7cea80f95419b159
RPT489raj,53e17f8220f7dfbc07e8ad50
UIN147csw,555037217cea80f954175401
ISF814cvx,53a7293b20f7420be8bcd41a
JZQ870rkt,53a7265320f7420be8b72f16
EWL950dbu,53a72e8a20f7420be8c91092
ZGC158ibb,53a732b220f7420be8dae77b
CKU791eba,53a7311e20f7420be8d23d84
JJA719zbv,555037187cea80f954172d25
NPG884omv,555037107cea80f954171265
NXX855rnx,555036cc7cea80f954158135
IJR409epv,53a72bd120f7420be8c31c65
WGV297gpv,53a731c620f7420be8d5ffad
RNC724pmg,53a72b2c20f7420be8c1c59f
GDT786wvt,555036c67cea80f954154630
AWX657ziz,555036d87cea80f95415ec24
LTC639oki,53a726a520f7420be8b7d4a8
RGE804fgs,53a7284520f7420be8bae227
XBQ456bax,53a72fc720f7420be8cc3076
EYL908zsu,53a7261320f7420be8b6667e
YVO031ezn,57d0889c0a3ac5db49919226
EOL329ypp,548249bf582fc50b5dfd9e6d
DSZ541stu,53a7327220f7420be8d97bbc
GAQ051png,555037387cea80f95417ad4b
PRK754lgw,53907a2b20f770854f5cf025
EYL384hwg,53a72e9120f7420be8c9281e
JWT084mop,53a728b120f7420be8bb5a2a
IEZ379ynq,53a731f120f7420be8d6d308
AEZ928wna,539089c620f70186a0d99dc8
LOO784cpz,53907a9820f770854f5d78d4
IWP481afy,53e1861420f7dfbc07e8d90d
GSX319uje,53a727f020f7420be8ba24ac
ZZA566zrl,53907a7220f770854f5d4a6f
DZY036cph,53a72afe20f7420be8c14f72
OLV836klm,53907a7320f770854f5d4aa5
VLH921mhb,5550371a7cea80f954173a0a
CAD191dki,5736af5ed39c4f40a798604a
XIO084flh,53a72dee20f7420be8c78b3b
DME529fbh,53e1889020f7dfbc07e8e925
URR872nbe,555037567cea80f95418295c
QMP572dsl,55f959d4c35f4fb0d21ce758
ZJM779zcz,555036e57cea80f9541656e5
ZHA001kqr,555036f87cea80f95416b5f6
IYI048rye,5550372b7cea80f954177a47
KTD087sgr,53a72b9720f7420be8c2a66d
CRU369szm,53a727aa20f7420be8b97356
CSC900eou,53a7293020f7420be8bca4fd
CJI261gnz,53a72e7020f7420be8c8e133
MKK515cin,53a7275e20f7420be8b8cd6a
JZA950sfv,53907a5a20f770854f5d204c
UGY363csx,55f960e8c35f4fb0d21cef76
HGJ589wax,555036ca7cea80f954156998
ANW073udm,53a72a8220f7420be8c03321
QXU074bkg,53a72e4d20f7420be8c8772e
DID867nrh,53e1882920f7dfbc07e8e675
EAJ578gxt,53a7315120f7420be8d385fb
DDS223alo,555036e07cea80f954163351
WTK977sxi,53a72ce020f7420be8c519a3
RAY439spz,53a72c9820f7420be8c48b9a
VPE664sfo,53a72b3320f7420be8c1d18a
PUQ411wrl,53a72e7b20f7420be8c8f8d4
NFA535cyv,53a725e920f7420be8b5d8f6
XXA898skp,53a7280520f7420be8ba5fb7
YMY836adm,53907a6220f770854f5d21f1
JHT353plp,555037767cea80f954188df6
QLI852jta,53a732cf20f7420be8db745d
THN707dsa,53e1891b20f7dfbc07e8ec90
WRL499uqy,53a7263820f7420be8b6c520
OPS187uew,53a72e0620f7420be8c7c642
YWS377eub,53907d3020f770854f60bc65
SCM652ryu,53e184f720f7dfbc07e8d153
BWS271xmk,53a729c620f7420be8be2b23
DRZ535dbj,53a729c620f7420be8be2b25
JVS902osh,555037667cea80f954185ab5
QIO227fob,5390799620f770854f5c0f40
FLE813hxc,555036f67cea80f95416a9f6
IPA463kkr,555037a07cea80f95419305f
SLA938jsg,555037cc7cea80f95419a510
LPZ864zob,53a728f820f7420be8bbffb5
CNW500jal,54824fb3582fc50b5e02e6e0
WCH580aee,53a72a6b20f7420be8c003b0
BII570gku,5736ab19d39c4f40a79494d8
QXQ640rre,53e17fa620f7dfbc07e8ae22
MAO900qzz,53a72cbc20f7420be8c4de37
BZN599zkn,555036ee7cea80f9541662df
WXJ128rrk,53a725d920f7420be8b5b573
ZQQ697ift,53a72eb320f7420be8c98662
HGB733dzc,53e184f720f7dfbc07e8d156
NWZ337igb,5390798120f770854f5be2d6
UWW606htg,53a726c320f7420be8b832f6
KKO933mgs,53a7314f20f7420be8d37a40
XAN978iba,53a72b7820f7420be8c26b29
RTJ276nqz,53907aa920f770854f5da239
SVB646uwh,54825f1d582fc50b5e1e89d7
FCF253kpt,555036de7cea80f954161ba8
FWV568wrs,53a732d020f7420be8db8016
NDD309ehv,53e17f6020f7dfbc07e8ac82
ERD128mlw,53a731f320f7420be8d6dec4
PPO204qdo,53a729e320f7420be8be951c
NOQ268vwh,539078f320f770854f5a8985
TQQ282rnh,555036bb7cea80f95414e732
BDY305wfd,555037977cea80f954190b2a
WKL765tfx,555036cf7cea80f954158d42
ZCF421vor,555036c17cea80f9541516a0
RQT148twt,555036e47cea80f954164b0f
ZOF085vgz,54826211582fc50b5e24846f
LLR246pxl,555036f37cea80f95416924c
CZE736fjb,53a7285520f7420be8baee54
QSM292mjl,555036f37cea80f95416867a
INM866fcx,53e17f8a20f7dfbc07e8ad76
ZEP358pjq,5550374e7cea80f95417f8c5
QHO471rnc,53a7284f20f7420be8baee22
LNP434uoz,555036b77cea80f95414b7da
CDG807cod,53a727fd20f7420be8ba481e
NHV388wwz,53e180bb20f7dfbc07e8b4de
SDB754hob,53a72f3220f7420be8c9cd5f
AIB645lda,53a731f620f7420be8d6ea84
VSD897aam,53907af620f770854f5dfd03
XQM701yul,53e17f7520f7dfbc07e8ad07
OOE684xet,53a72b5020f7420be8c20cc1
HAT960hjo,53a72ed120f7420be8c9c17c
TQR366exo,59224a409ed5db409e22f1d9
DGW328imk,555036b67cea80f95414abfa
ATK967sul,53a72df020f7420be8c78b47
SGF144rdq,555036de7cea80f954161b97
POV913dop,53a727db20f7420be8b9e99c
PSW107piz,555037027cea80f95416d349
ZET908tjd,555036dc7cea80f954160fb7
NUO592qfx,53907b6820f770854f5ea9f0
KQI445bbt,53907edc20f770854f614e1d
FKN168cge,54825f4f582fc50b5e1eff6a
NJM624kox,53a72e0320f7420be8c7ba81
FPA511vsc,53a7290a20f7420be8bc2352
CYQ393zce,53a7320620f7420be8d73ca9
KCT735bok,5390986520f70186a0e09576
LAX388zud,555037cf7cea80f95419b15b
XFC027zsb,53a72d6120f7420be8c6352f
IAL797gxd,53907ee820f770854f614fa5
SNO703kfp,53e1852720f7dfbc07e8d2ac
UTT603oec,53a72f3420f7420be8c9cd6f
WIG970fpk,53a727f020f7420be8ba24aa
NVY186vnz,555037357cea80f95417a0ab
FBP544pvr,53a72d6c20f7420be8c64cce
BSH260pzt,53e184a320f7dfbc07e8cf34
ILC075qej,53907b5a20f770854f5ea70c
WJV868kmr,53a732b020f7420be8dadbc0
MCT688rri,54824820582fc50b5dfcd3aa
EJL447tly,53a72c6a20f7420be8c4501f
BOB522mvb,53a7312820f7420be8d283df
TDH991kno,54824a11582fc50b5dfdede0
FRR304wzo,555036f47cea80f954169e19
BMV642rpd,53a726d520f7420be8b84ae2
EIY798cgb,539078ef20f770854f5a8451
ZGF026nww,555036bd7cea80f95414f30d
HNG691mve,53a731eb20f7420be8d6bb8a
YAC886frr,53a7313c20f7420be8d2ed8d
JSE241ygk,5390a0a220f70186a0e4e30f
GKD208vnl,53907afa20f770854f5dfd8a
LUA500kxo,53a72a7520f7420be8c01b5d
GPF003mmo,55f8eafbc35f4f6dfd4161cd
MKO092xrn,53a7251420f7420be8b452ef
GRT553cht,53a728b020f7420be8bb5a22
UDT120lpz,53a729da20f7420be8be7d83
ELB440sos,53e1859420f7dfbc07e8d5ae
OFT609omo,53907bc320f770854f5f4fb3
VJO326pon,53a72b0d20f7420be8c17e9d
STW125sre,555036f87cea80f95416b5ef
EYS711akh,5390896420f70186a0d94979
GWY192kyi,53a72ad720f7420be8c0e50e
BKP640yjk,53a72dd720f7420be8c75bf5
FKU683kra,555037037cea80f95416df34
FRS591oen,53a728b020f7420be8bb5a29
AUO009kdh,53a72dc520f7420be8c73878
FPI333nzz,53e1857720f7dfbc07e8d4f2
WFI911lxe,53a7267420f7420be8b77618
DWM988arm,54826a67582fc50b5e39a318
DGR583dfy,5550371b7cea80f954173a4b
VKE665hev,53a725ac20f7420be8b556b2
ITK814azt,53a72d8d20f7420be8c69f6c
ELI396dwf,53a7262a20f7420be8b6ad52
LQT527pno,53a72f8120f7420be8cadc2b
RGH299ygz,555036f87cea80f95416b5fc
BEZ426wkt,53a72d8a20f7420be8c693ad
RKJ810lif,555036c87cea80f954155dd0
RQK079pfx,53a7320f20f7420be8d7774d
BWR095xnb,555037437cea80f95417d2eb
QYD447djz,53a72f3820f7420be8c9cd8e
WZM412hiw,555037857cea80f95418cbe6
IWC639yig,5736adead39c4f40a79719c1
CIU983ixe,555036bd7cea80f95414f31e
JOW262ips,555036f67cea80f95416a9ef
NQM135fmt,53a726f420f7420be8b87a78
HFK276gpc,5390b44b20f70186a0efa5ba
VTS624xkv,555037277cea80f954176d4e
GDU634puj,539078f620f770854f5ab17f
ISP582zpp,53a7262020f7420be8b689f2
TRM049bia,5482523f582fc50b5e05887d
TVF743dip,555036e67cea80f9541656f2
EWQ818hyv,555036c97cea80f954155dd6
PQF635kvw,555037137cea80f954171fb9
JKX875zuo,555036f97cea80f95416c1f1
SJY458gtl,53a72cf120f7420be8c53d18
LIC602ldi,53a72abc20f7420be8c0c131
YNN226pky,53e1859c20f7dfbc07e8d5dc
KKD917ubq,53e17fa020f7dfbc07e8adfc
ULV050uht,555036f27cea80f954168664
TDW946pod,555036ce7cea80f954158d1d
OZX137rta,555037077cea80f95416ec72
VNM346vfs,53907cc220f770854f60803c
KAU566nwr,53e1817120f7dfbc07e8b988
DEF668mfu,53a7294520f7420be8bcebc9
CQO003wfd,555036c57cea80f954154615
APB957etl,53a72b4420f7420be8c1e967
YGG814lhq,53a72ac620f7420be8c0cd29
SMS006wgx,53a7310f20f7420be8d1d3ea
FVC741ocz,53a7283320f7420be8babe94
UXE830kij,53e1815d20f7dfbc07e8b8f7
ANC049plg,5390a71620f70186a0e88c32
AZG442jnk,53a731ea20f7420be8d6afcf
FZB908tsj,53a7281720f7420be8ba8355
LWX550xzy,55f95a7dc35f4fb0d21ce891
PBV220gyf,555036ca7cea80f9541569a6
XFF548sxc,539feee0831432abcb396be9
ICL702cqc,53a728f420f7420be8bbf3e5
PSG236gib,53e1891620f7dfbc07e8ec6b
ZUI164cku,55f95869c35f4fb0d21ce31f
MJI157vdq,53a7276520f7420be8b8cda2
SSG737uka,53a7309e20f7420be8cff2d4
PBF786efh,53a72b6c20f7420be8c25386
VVV268zlr,53a72bcb20f7420be8c31c41
RUB907bph,53a72bdd20f7420be8c33414
GLD395kiv,53a72ea120f7420be8c95738
OIY259mfm,5550379b7cea80f95419237c
PWS381zmh,53a7299920f7420be8bdc09a
PNU156uci,555037797cea80f954189a64
DWG676iec,5390947820f70186a0dea2ee
OBJ065clj,53a72e3920f7420be8c85397
KVB931rnn,555037a37cea80f954193d07
JLN298xfn,555037757cea80f954188dbb
UWS415nwy,555036ef7cea80f954166eb5
YTC273roj,53a7283220f7420be8babe88
DOD277sdg,548261b6582fc50b5e2434f3
TEP330rkz,53a7296620f7420be8bd32d7
NCD750jqz,5550374b7cea80f95417ec10
QPM536mzd,53a731ce20f7420be8d62e9a
AWQ172yzh,53a7266120f7420be8b746d9
WHP602aqc,555036dc7cea80f954160fc5
QSI576voo,555036e27cea80f954163f29
EMU125xjv,53a72f3f20f7420be8c9d96b
PQD294loa,53a7285420f7420be8baee4d
OLM431vxv,555036c87cea80f954155dc9
QKZ855fic,53a731a120f7420be8d543e6
OTN307kpg,53a00231831432abcb73cac2
PNN865mpq,5550371b7cea80f954173a52
MXQ949igg,53907aaa20f770854f5da246
ZHL314jua,555037577cea80f954182982
LLZ661eqp,555037d37cea80f95419be1e
WWX651znu,555037047cea80f95416df75
IOQ024duj,53a7313720f7420be8d2e1bf
OJP350kpk,555037127cea80f954171f3c
ECA432qwp,539078f220f770854f5a88cd
TEV738hed,53a729a420f7420be8bdd84d
LDT226zcj,53a7294820f7420be8bcebe0
TLE109cij,54826c83582fc50b5e3e62e0
HMV909ndq,53e181f320f7dfbc07e8bcfc
HWI898jdd,53a72f4220f7420be8c9d983
UZP256gnc,53a730e620f7420be8d12f99
UNJ207ujq,53a7326520f7420be8d94107
CEQ860ipn,555036f27cea80f95416866c
OQH964noa,53907b6f20f770854f5eaac4
QKB130xws,555036dc7cea80f954160fcb
ADM004dma,555036f97cea80f95416c1d8
NRL178dsn,53a72dee20f7420be8c78b37
WVY811axt,53a72eaa20f7420be8c96328
DPE052vfk,53a7296520f7420be8bd32ce
CJC202hhm,57d08a8a0a3ac5db4992107c
MAQ156yux,5550371a7cea80f95417399c
VSY030kqe,53a7285420f7420be8baee48
VRF583lyp,53a72f4020f7420be8c9d975
